query_id	query_terms	doc_id	audio_filename	summary_type	summary	rank
3_7f3e8b1c70b3d4b2b322b25bf8bf66d7	Israel Palastine tension worship at Al Asqa Jordan diplomat	7f3e8b1c70b3d4b2b322b25bf8bf66d7	20141106-am02-carattackjerusalemcross	text_auto	the visits interfere with muslim worship side and he's withdrawal jordans ambassador in protest of the song	1
3_7f3e8b1c70b3d4b2b322b25bf8bf66d7	Israel Palastine tension worship at Al Asqa Jordan diplomat	c0ad03d454aa529807ff9b86ae97bc92	20131031-twt07-templedome	text_auto	elections and next week in the meantime israel has said the al aqsa compound will open later tonight	2
3_7f3e8b1c70b3d4b2b322b25bf8bf66d7	Israel Palastine tension worship at Al Asqa Jordan diplomat	4f5f514de66d18e10fb94ca1c00e526d	20150204-rnam04-pilotkilled	text_auto	reports suggested several al qaida linked prisoners on death row in jordan will now be executed in the	3
3_7f3e8b1c70b3d4b2b322b25bf8bf66d7	Israel Palastine tension worship at Al Asqa Jordan diplomat	df5f68282cccec0272592985f37fc0ee	20141028-eam03-settlement	text_auto	eroding times between israel and the united states comes a time of heightened tensions in jerusalem with	4
3_7f3e8b1c70b3d4b2b322b25bf8bf66d7	Israel Palastine tension worship at Al Asqa Jordan diplomat	9f64aae1223cc218518af93547fd6512	20150303-eam03-bibispeaks	text_auto	to be trying to alleviate the tensions  We believe firmly that israels security and the u s is real	5
3_7f3e8b1c70b3d4b2b322b25bf8bf66d7	Israel Palastine tension worship at Al Asqa Jordan diplomat	9a7f7a61e37ac3932011c9a6fd5b36f	20141030-pm09-mideastrensions	text_auto	of the security council to underline the tension between israel and the a bama  Did ministrations you she	6
3_7f3e8b1c70b3d4b2b322b25bf8bf66d7	Israel Palastine tension worship at Al Asqa Jordan diplomat	24c24f663e5e29bc4861395bc49e303e	20130204-twt04-jordanpilot	text_auto	late or confused flower a diplomatic maneuverings involving japan and jordan with but countries hoping	7
3_7f3e8b1c70b3d4b2b322b25bf8bf66d7	Israel Palastine tension worship at Al Asqa Jordan diplomat	c375e96411dbbb3f5d2d216cc2995a1b	20150303-twt09-iranjatras	text_auto	american political class is very strongly attached israel had on israeli side of course without the friendship	8
3_7f3e8b1c70b3d4b2b322b25bf8bf66d7	Israel Palastine tension worship at Al Asqa Jordan diplomat	9b3290bcded5c698a36443263fc36315	20141116-cr04-skplasticsurgery	text_auto	the planet happening it's it's a culture that worships free instantly  She is a very ugly side to south	9
3_7f3e8b1c70b3d4b2b322b25bf8bf66d7	Israel Palastine tension worship at Al Asqa Jordan diplomat	e7a6840bd6e9e54811331e097a55e9d0	20141218-twt05-yanquishavana	text_auto	cuban and american governments to reestablish diplomatic ties and does tried consist of reading is a americans	10
2_8acc3baddf24bd35dc84e85d05eb82ab	northern territory chief minister dumped	bcfe273a22c427db956c38bede3e8aa0	20141002-twt06-nucleardump	text_auto	strangest nuclear waste dump apple vintage a politician to pushing to keep the dump into the lyrics noone	1
2_8acc3baddf24bd35dc84e85d05eb82ab	northern territory chief minister dumped	b5008e255076228e947fd0784d3a2262	20150204-pmrn03-ntfallout	text_auto	pain the chief minister adam giles and mancini least that's his job timely industries minister within the	2
2_8acc3baddf24bd35dc84e85d05eb82ab	northern territory chief minister dumped	8acc3baddf24bd35dc84e85d05eb82ab	20150203-eam03-ntspill	text_auto	about last night  The chief minister of a momentary tree and charles was dumped by his colleagues discontent	3
2_8acc3baddf24bd35dc84e85d05eb82ab	northern territory chief minister dumped	664d65eae252107e1d89304c2fbb32e4	20150206-twt04-gilesplot	text_auto	win the northern cherokee continue to be publicly exam and now northern tier tree chief minister adam giles	4
2_8acc3baddf24bd35dc84e85d05eb82ab	northern territory chief minister dumped	a64bfa59a38f5ed17ec4b37075cdefe1	20150204-rnam03-gilesreturns	text_auto	west of and also has declared himself as chief minister designate off to win support of the majority	5
2_8acc3baddf24bd35dc84e85d05eb82ab	northern territory chief minister dumped	a244610d254ea86119185edeffa75c59	20150218-am08-millssacked	text_auto	from the recent leadership's bill in the northern territories continuing mood of hostility between the	6
2_8acc3baddf24bd35dc84e85d05eb82ab	northern territory chief minister dumped	91951ccf7e5cd0503d68468b03b6581b	20150203-pm01-ntcrisis	text_auto	result is still tomorrow northern tennessee government is in crisis see minister adam giles was rolled a	7
2_8acc3baddf24bd35dc84e85d05eb82ab	northern territory chief minister dumped	86198e43e6e99de931fa4e210516a2c6	20150216-am01-morrisoniv	text_auto	The prime minister says people who might be afraid to estrella been getting the benefit of the doubt	8
2_8acc3baddf24bd35dc84e85d05eb82ab	northern territory chief minister dumped	53d36dc48e534b433f314d317bf09308	20150203-twt02-ntleaderRPL	text_auto	lansdowne saturn jumper chief minister peter keating to download the prom industry minister  When was difficult	9
2_8acc3baddf24bd35dc84e85d05eb82ab	northern territory chief minister dumped	ac1c2c1616b2687a6440a78fb2b0a59c	20150210-pm04-govholiday	text_auto	foreign minister julie bishop this morning suggested the pm address backbench concerns about his chief of	10
0_9fdefc69c873cc40ae669162500ce907	malcolm fraser died	184cc22b404b3ea634a0dfc21920c5c2	150320-pm01-fraserleadall	text_auto	stray leah is going to former prime minister malcolm fraser dot today after short illness eighty four smell	1
0_9fdefc69c873cc40ae669162500ce907	malcolm fraser died	b77638260e10985fa418e05b802a1230	20150320-twt02-menadueiv	text_auto	proud wondered malcolm fraser beers does a sea change in australian policy in malcolm fraser deserves great	2
0_9fdefc69c873cc40ae669162500ce907	malcolm fraser died	9fdefc69c873cc40ae669162500ce907	20150320-twt01-fraserleadall	text_auto	we begin with news that look promising malcolm fraser has died of the nazis after a brief illness  He	3
0_9fdefc69c873cc40ae669162500ce907	malcolm fraser died	1f7f1615e2ac7e41876e9d4a9a7ae6be	20150323-twt06-frasercondonces	text_auto	monument a lot later see malcolm fraser an issue noted  The reconciliation between fraser and his political	4
0_9fdefc69c873cc40ae669162500ce907	malcolm fraser died	57a4ef2802493ed01109acaef2cba73b	20150320-twt04-barnettiv	text_auto	trillion people do when they went down the shitter by malcolm quality review of controller on and getting really	5
0_9fdefc69c873cc40ae669162500ce907	malcolm fraser died	ffc2684b098ffcf62e7cda890ae31164	20150327-pm07-fraserservice	text_auto	today for the form of liberal prime minister malcolm fraser surprise it led the country from the dismissal	6
0_9fdefc69c873cc40ae669162500ce907	malcolm fraser died	bec45d66a8e5b306a128e86943ba3cb	20150320-twt05-polliereax	text_auto	Iranian to tonia this is flags will be a half miles today in honor the twenty second  I missed a ful	7
0_9fdefc69c873cc40ae669162500ce907	malcolm fraser died	c690426621d2d1bef45d9125ea5fa824	20150320-twt03-fraserimmigration	text_auto	peter lake report from nicest days in politics malcolm fraser was an advocate of immigration as a means of	8
0_9fdefc69c873cc40ae669162500ce907	malcolm fraser died	eaeccfd4c68ceab1c03fb8192cb2dd3f	20150323-pm04-frasermotion	text_auto	gronholz died and stayed  Old speeches with dedicated to the former prime minister malcolm fraser forty	9
0_9fdefc69c873cc40ae669162500ce907	malcolm fraser died	c337cb4c9fe6b4c4e90a0b7fa404a19c	150320-pm03-fraserlegacy	text_auto	don't you remember in the former prime minister malcolm fraser ashley pool with report	10
0_10ae5555a29c8e9f0b34a2926f6f8787	volcano new zealand	10ae5555a29c8e9f0b34a2926f6f8787	20150313-twt12-volcanopumice	text_auto	clue an underwater volcano has eroded one thousand kilometers north of new zealand with some thomas washing	1
0_10ae5555a29c8e9f0b34a2926f6f8787	volcano new zealand	7fff87e12c944283c83dd90cb1fbc01c	20150318-am07-myanmarbuddha	text_auto	action against the details it's likely the new zealand man will appeal is matt holy reporting sarai	2
0_10ae5555a29c8e9f0b34a2926f6f8787	volcano new zealand	549e864ba9e5f3c7b8188c19c3703e9f	20141202-pm06-oliverhartwich	text_auto	city newspapers local tax reform in new zealand and get new zealand is driving and sticky keeps getting reelected	3
0_10ae5555a29c8e9f0b34a2926f6f8787	volcano new zealand	2e7d197df3829d9ecde45d9dd22fe469	20141028-pm07-EBOLATESTER	text_auto	New zealand santa says about what they say is a world first portable testing devices could help curtail	4
0_10ae5555a29c8e9f0b34a2926f6f8787	volcano new zealand	ca8e62acf256ad7e6623a746aa556027	20141105-twt06-keyisis	text_auto	Hotels in new zealand for the prime minister is feinstein is laden seeking urgent legal changes to do	5
0_10ae5555a29c8e9f0b34a2926f6f8787	volcano new zealand	771bcf79358184be1280eeb93a064798	20150227-eam02-abbottauckland	text_auto	Westside a promise to flights to new zealand annual  Talk to these two accounts of john case the discussion	6
0_10ae5555a29c8e9f0b34a2926f6f8787	volcano new zealand	bebc4b6c9aab1396fe4baee79cd36583	20150228-rnsam01-leadershipmono	text_auto	I missed it and it reminds odyssey's today where he sticking to the scripted discussing chinese dipl	7
0_10ae5555a29c8e9f0b34a2926f6f8787	volcano new zealand	9f391eab901fb46af36fd502f933b5f2	20150311-twt05-fonterra	text_auto	bowl a crime an act to blackmail New zealand the new zealand prime minister john case said separate	8
0_10ae5555a29c8e9f0b34a2926f6f8787	volcano new zealand	2d819fe0b23a4580426ca2a2d0255d7a	20141113-am06-copaymentpsych	text_auto	Postman to take on time is the rose drive in a new zealand college of psychologists has released a report	9
0_10ae5555a29c8e9f0b34a2926f6f8787	volcano new zealand	6c5dc57461dcb2dd28295da731f8a6d6	20141130-cr01-newzealand	text_auto	brisbane and should I get along to the sounds of new zealand can always sit on my chin bills that much fun in	10
1_14ff8468fd07e6cc54f7a403d2035123	Royal commission Mangrove Mountain Yoga Ashram	e4030b211a82918af2211606bdaa12	20141204-pm03-ritualabuse	text_auto	child resident in clock giving evidence at the royal commission emily back with that report	1
1_14ff8468fd07e6cc54f7a403d2035123	Royal commission Mangrove Mountain Yoga Ashram	d742ed174b8108b6164cf413bbe4a170	20141210-twt05-ashrampeople	text_auto	former spiritual leader search ipod from a mangrove mountain at ram has admitted to doing on sections response	2
1_14ff8468fd07e6cc54f7a403d2035123	Royal commission Mangrove Mountain Yoga Ashram	fbfe7438189f78d950d2110e4ced2f3a	20141205-twt05-yogasishy	text_auto	has been kissed me about the gear is lofa at the mangrove mt clements at a woman by the name of chichi she's	3
1_14ff8468fd07e6cc54f7a403d2035123	Royal commission Mangrove Mountain Yoga Ashram	65d208c72a8e619d31bc0746f5c5ef4f	20141210-pm02-sorryashrammoney	text_auto	tanno from the staten and a yoga academy resident of the mangrove mountain ash  I'm standing in the back	4
1_14ff8468fd07e6cc54f7a403d2035123	Royal commission Mangrove Mountain Yoga Ashram	fbc6c225e60038f17d75c541ac6a93c9	20141209-pm03-venalvictimsrpl	text_auto	of abuse and other residents of the man drive mountain yucca ash run stable condition has now turned	5
1_14ff8468fd07e6cc54f7a403d2035123	Royal commission Mangrove Mountain Yoga Ashram	7a15d0a89437c52e3950b399d151df09	20141202-pm05-yogaabuse	text_auto	spiritual retreat some children the mango mt yoga     ashram in the new south wales central coast was a	6
1_14ff8468fd07e6cc54f7a403d2035123	Royal commission Mangrove Mountain Yoga Ashram	14ff8468fd07e6cc54f7a403d2035123	20141202-eam03-rcyogacult	text_auto	roll commission what does twenty first case study this morning focused on the mangrove mountain yoga	7
1_14ff8468fd07e6cc54f7a403d2035123	Royal commission Mangrove Mountain Yoga Ashram	89d2edc9a3d823b2834b5b767c4bba0b	20141208-pm07-ashramstories	text_auto	A key witness in the child abuse royal commission has appealed for compassion and messy after downing	8
1_14ff8468fd07e6cc54f7a403d2035123	Royal commission Mangrove Mountain Yoga Ashram	6b2f382339c0cb73e8a7647a70af6b3c	20141205-pm09-yogasorry	text_auto	child abuse roll commission which is investigating child abuse in new south wales yoga ashrom  The bowman	9
1_14ff8468fd07e6cc54f7a403d2035123	Royal commission Mangrove Mountain Yoga Ashram	d7ea622bad2f97c23e9253495d09532d	20141209-twt06-ashrammorphine	text_auto	witness call timo cheese akon resident of the mangrove mountain trans that was on the questioning by counsel	10
1_16a4810341caf97c4dd9d5a89d89479a	News Corp Nova Peris leaked email	ac55e44691f1ee35e27e9c42d9685b06	20141029-am02-novascandalrpl	text_auto	starting spots to cross the front pages of news corp applications emails and it types of sexual relationship	1
1_16a4810341caf97c4dd9d5a89d89479a	News Corp Nova Peris leaked email	fefdb3568dbfd6643be4aae788808ffa	20141030-pm03-novaspeaks	text_auto	tonight some up on the matter I do Email coming on the rafting news call reports allege the explicit e	2
1_16a4810341caf97c4dd9d5a89d89479a	News Corp Nova Peris leaked email	16a4810341caf97c4dd9d5a89d89479a	20131031-twt04-novapublish	text_auto	campbell said news corp should fix the funnest more discretion the fourth published emails  This woman	3
1_16a4810341caf97c4dd9d5a89d89479a	News Corp Nova Peris leaked email	bc9fe5b1953c6c88423c7ba3b23e2b79	20141029-twt05-novafollow	text_auto	made one of his former political pundits aside the email revelations as gaza politics  We can report noted	4
1_16a4810341caf97c4dd9d5a89d89479a	News Corp Nova Peris leaked email	87280d6c8001a33737b2c8d3493178da	20141114-twt08-murdochwilliams	text_auto	executive tim williams of leaking the company secret financial records in august news corp threatened legal action	5
1_16a4810341caf97c4dd9d5a89d89479a	News Corp Nova Peris leaked email	e85d332dd00fa50401874297ee7651f0	20141030-pm04-leakingships	text_auto	accused of strategic been leaking information about naval ship building plans news corp is reporting today that	6
1_16a4810341caf97c4dd9d5a89d89479a	News Corp Nova Peris leaked email	49d79a8002538fa2e87a2ed710aab7a3	20150312-twt06-morelifestylchoice	text_auto	This more fallout from the prime minister tony abbott commented indigenous australians living in rem	7
1_16a4810341caf97c4dd9d5a89d89479a	News Corp Nova Peris leaked email	d55532cf053240849934d4f2497fd6a6	20150206-twt12-twitterbullies	text_auto	y  So I the bowling scene in to lee myles leaked to a news web site but with the ceo says he's ashamed	8
1_16a4810341caf97c4dd9d5a89d89479a	News Corp Nova Peris leaked email	9318f6395966649eeb1c630c92baef0c	20150311-am06-hilaryspeaksrpl	text_auto	some 30000 emails with a work related the rest personal emails  She says have been deleted emails about planning	9
1_16a4810341caf97c4dd9d5a89d89479a	News Corp Nova Peris leaked email	6d413c552ece0e80b5cfb417f7da948	20141106-pm06-paperprofits	text_auto	advertising across the company's news type  It is down four percent for regional news paper is it down nine percent	10
0_21fd85b5c79f7ee0a7e6880b5d05659d	ebola australia	f1b3ad0f151ab693f2124926825c5626	20141104-pm09-dvjail	text_auto	Women in south side if convicted of killing abusive partners in self defense could be forced to face	91
0_21fd85b5c79f7ee0a7e6880b5d05659d	ebola australia	229bafd2aec17bb7b98b0942a489c077	20150320-twt08-indigemployment	text_auto	Cobra distributing off to do with it to close the gap in employment between indigenous and nonindige	92
0_21fd85b5c79f7ee0a7e6880b5d05659d	ebola australia	4e1ef844eeb3304079c6f6d2b06b75fd	20141013-pm12-dairywars	text_auto	middle east with sunset miami to new zealand and australia is this combined with a growing middle class in	93
0_21fd85b5c79f7ee0a7e6880b5d05659d	ebola australia	bb1a06ca4bf3804f22be68f9f0b3cbff	20141125-pm06-specialolympics	text_auto	to payoff debts in an office special olimpics australia is in dot natural travel after a poorly managed	94
0_21fd85b5c79f7ee0a7e6880b5d05659d	ebola australia	21fd85b5c79f7ee0a7e6880b5d05659d	20141017-rnam0102-ebolaleadalldutton	text_auto	Global health authorities still struggling to contine the about whatever they make the african union	95
0_21fd85b5c79f7ee0a7e6880b5d05659d	ebola australia	3fdd6155449ace715747c0605c49bcc8	20141107-pm5-indigsuicide	text_auto	Indigenous leaders in western australia said that 7eleven year old average noble in carrollton high life	96
0_21fd85b5c79f7ee0a7e6880b5d05659d	ebola australia	7364ff0dd247c4ae244ead47b11f1e40	20141016-pm09-chinamedia	text_auto	at the influence of a editorial decisions in australia with exceptional yourself the changing taste with	97
0_21fd85b5c79f7ee0a7e6880b5d05659d	ebola australia	dde4dc0b1755dd7287ffa76b6f25addb	20141107-am04-innes	text_auto	uninterrupted growth the economic barometers in australia of that flash business and consumer confidence	98
0_21fd85b5c79f7ee0a7e6880b5d05659d	ebola australia	954d9c6c7a473fb7c81f4ff5a8799a3	20141219-pm10-aussiebarramundi	text_auto	The french as we will most likely to the name champagne  Now is a push back the independent senator	99
0_21fd85b5c79f7ee0a7e6880b5d05659d	ebola australia	541b2eece4c0c661350db373e9288c37	20142022-pm04-asicparadise	text_auto	The head of the corporate regulator has backed away from his own description of a site that has para	100
0_25a915104acccd25bcd43d5b156c9352	asylum seekers Immigration	25a915104acccd25bcd43d5b156c9352	20141219-twt07-newbornsnauru	text_auto	silence degree metonymy applies to the babies of asylum seekers who transferred from aruba for december the	1
0_25a915104acccd25bcd43d5b156c9352	asylum seekers Immigration	7acd32975b10716d5a60d86f2313494a	20150203-rnam05-manusdutonpato	text_auto	Mother fuji asylum seekers on maness on the been granted refugee status with questions remain about inches	2
0_25a915104acccd25bcd43d5b156c9352	asylum seekers Immigration	9b865b0023584261043c2d827260c05e	20141121-twt04-stevechaoiv	text_auto	were offered anything can I see the refugees asylum seekers meet people and have any money on that and	3
0_25a915104acccd25bcd43d5b156c9352	asylum seekers Immigration	6861c27e950518d55a0c13734ccdcfdc	20141111-twt01-genevatorture	text_auto	ensure the protection of migrants including asylum seekers and prevent their exploitation of the hands	4
0_25a915104acccd25bcd43d5b156c9352	asylum seekers Immigration	9f008f4164a7857ef788c24d4ec91a36	20150212-eam01-kidsdetention	text_auto	inquiry in a decade into the detention of asylum seekers children has found courses such significant	5
0_25a915104acccd25bcd43d5b156c9352	asylum seekers Immigration	296faa05ba20b0b4f72d695c53550bf3	20141112-pm07-lgpngpato	text_auto	Ten asylum seekers connie detained on minus island will soon be given temporary refugee visas and a sense	6
0_25a915104acccd25bcd43d5b156c9352	asylum seekers Immigration	2b0b018508fae2130ddb3ebf675b08db	150320-pm05-mossreview	text_auto	allegations about sexual and physical abuse against asylum seekers on the road  They included claims of rights	7
0_25a915104acccd25bcd43d5b156c9352	asylum seekers Immigration	8f32592b97ed06ff8664d88d5dc2ffe0	20141120-am03-asylumburden	text_auto	figures  Show that last month or more than 10500 asylum seekers and bryski geez registered with united nations	8
0_25a915104acccd25bcd43d5b156c9352	asylum seekers Immigration	73590badac4d5527eb71af818813993f	20141203-pm04-migrationdebate	text_auto	concessions on asylum seeker policy is a fight to get a key migration bill for the senate immigration minister	9
0_25a915104acccd25bcd43d5b156c9352	asylum seekers Immigration	f7b65dfd59f725378ec6d0f1a78f4407	20141120-twt05-GREGFEALY	text_auto	response to the latest australian policy on asylum seekers steven smith scott north announced on tuesday	10
2_35ef5d8328471088f076ac0b58fc3981	interest rate cuts	d5d3d10121ec57d5e6236af25d802f1a	20141204-pm06-ianverrender	text_auto	slide economists a week ago were predicting interest rates to go higher next yet samuel changing the tune	21
2_35ef5d8328471088f076ac0b58fc3981	interest rate cuts	d2abef326f996b04895ee7b3a0ef98fa	20150326-eam03-penaltyratesLONG	text_auto	would be abolished and some that rights would be cut in half to compensate the price right I would increase	22
2_35ef5d8328471088f076ac0b58fc3981	interest rate cuts	9b9d1c3c7e87d9b76d181df912d31eb4	20141231-rnam05-srilanka	text_auto	the fact the country has won the highest crime rates in the world strained muscle groups are applying	23
2_35ef5d8328471088f076ac0b58fc3981	interest rate cuts	91437aebe2e03a970adb0cdda1930cb3	20141125-am06-indigenoussight	text_auto	All the progress in closing the gap in average life expectancy is slow day is some good news on indi	24
2_35ef5d8328471088f076ac0b58fc3981	interest rate cuts	732eb5671d2fe541dfb1fe2f163db95a	20150303-am07-matesinconstruction	text_auto	City conference police would look at the heart rate of suicide in the construction industry construction	25
2_35ef5d8328471088f076ac0b58fc3981	interest rate cuts	1bf1f468b3bca79cddc677f9d1b6c1fa	20141006-twt02-rbarates	text_auto	is predicting does is bank board will movie interest rate to tomorrows meeting at home watching carefully	26
2_35ef5d8328471088f076ac0b58fc3981	interest rate cuts	4dc6772c3bdc103d35d8b583cd317eac	20141119-rnam04-indigenousreport	text_auto	be commissioned shows that the suicide rate ever to interest rate under strange the trying to tap into	27
2_35ef5d8328471088f076ac0b58fc3981	interest rate cuts	4c91da5b1f899792460bcc6b290c1f07	20141211-pm03-joblessrate	text_auto	lower the jobless rate in philly is for john 43000 people in it in the opeaning fund rate values from six	28
2_35ef5d8328471088f076ac0b58fc3981	interest rate cuts	c4c55210d7b3daf423adbbe4fc38b71e	20141119-am06-glenstevens	text_auto	has given another strong signal to the strays interest rates will remain at a record low level sometimes	29
2_35ef5d8328471088f076ac0b58fc3981	interest rate cuts	35ef5d8328471088f076ac0b58fc3981	20150401-twt04-ryanrates	text_auto	thinks she's dating chris isn't likely will cut interest rates to a new historical old two percent loss	30
1_44c470d65e4a90be63e4f0ceccf44baf	Tony Abbott offending indigenous people	44c470d65e4a90be63e4f0ceccf44baf	20150312-am02-indigenousfallout	text_auto	the first time  The prime minister has offended indigenous people see how much is kinda distracted with	1
1_44c470d65e4a90be63e4f0ceccf44baf	Tony Abbott offending indigenous people	95deb3949403f6736aa87bd5a13eab5f	20150211-am-03abbottindiggapreaxRPL	text_auto	Indigenous to sebesta is widening spiced honey if it's tony at its pledge to be the promised a friend	2
1_44c470d65e4a90be63e4f0ceccf44baf	Tony Abbott offending indigenous people	49d5bca6fbded1716124996186157d71	20150209-twt12-kooricourt	text_auto	steak children's court said the same young indigenous people are often resending to chris a problem in	3
1_44c470d65e4a90be63e4f0ceccf44baf	Tony Abbott offending indigenous people	c8ff46b9f56aa0306772f34959f1b15	20150209-am05-congressabbott	text_auto	today in establishing around ensuring that indigenous peoples right as in sean dean doctors  Love you	4
1_44c470d65e4a90be63e4f0ceccf44baf	Tony Abbott offending indigenous people	49d79a8002538fa2e87a2ed710aab7a3	20150312-twt06-morelifestylchoice	text_auto	more fallout from the prime minister tony abbott commented indigenous australians living in remote communities	5
1_44c470d65e4a90be63e4f0ceccf44baf	Tony Abbott offending indigenous people	a88adaf3f77960f638ae9ebc52596980	20150311-am01-RPLabbottlifestylesabbottresponserpl	text_auto	Prime minister tony abbott has dismissed concerns about the planned closure of mormon hundred west side	6
1_44c470d65e4a90be63e4f0ceccf44baf	Tony Abbott offending indigenous people	7b57a11a0bd32d53c09b9204aeb5fd0f	20150211-twt03-closethegap	text_auto	man more than the loss of indigenous people when either until indigenous people fully justified in light	7
1_44c470d65e4a90be63e4f0ceccf44baf	Tony Abbott offending indigenous people	dd656520821af0d1f97fc9ca7bcb0383	20141114-pm07-terranullius	text_auto	minister tony abbott said sydney was nothing but bush when the europeans arrived late does indigenous his	8
1_44c470d65e4a90be63e4f0ceccf44baf	Tony Abbott offending indigenous people	b7bb6c2af90ae4fafd373131cf4fb5a5	20150311-twt01-pearsoniv	text_auto	Indigenous later no patience is the prime minister's comments to the average of people living in remote	9
1_44c470d65e4a90be63e4f0ceccf44baf	Tony Abbott offending indigenous people	116fd71b62c1fe1d9e3cf76d2cd2a47	20150226-twt10-indigenouscancer	text_auto	statistics with the mindy school till for search little tony is a city still says sound app which was trying	10
0_57b29d35db9dd8080866d86ea449503c	air attack to islamic state	57b29d35db9dd8080866d86ea449503c	20141008-pm02-iraqdefence	text_auto	So called islamic state is to reacted to an attack with a human shield strategy plastering inter urban	81
0_57b29d35db9dd8080866d86ea449503c	air attack to islamic state	67b48f3f666b9d5015d4d1ef151dbd3a	20141115-sam04-isbrothers	text_auto	take them to real it take to process a process is islamic sites maybe a court appealing to westminster carefully	82
0_57b29d35db9dd8080866d86ea449503c	air attack to islamic state	630608be4cadf75b66ddcb993142faee	20141005-cr01-kurds	text_auto	and cannot talk much when we ran late because islamic state milton killing people everyone in writing women	83
0_57b29d35db9dd8080866d86ea449503c	air attack to islamic state	5a036b7d554a69ee6253a046d18cbafe	20141002-twt02-iraqmolan	text_auto	becoming limited toronto fifty d ia campaigns like a state from now on this translated in okemos one with the	84
0_57b29d35db9dd8080866d86ea449503c	air attack to islamic state	54f37b754bcb5bb13bb9bbad6a2c921c	20141201-pm01-iraqfarce	text_auto	take matters into their own hands are attacking  Each other attacking each other and digestion we smashing	85
0_57b29d35db9dd8080866d86ea449503c	air attack to islamic state	61ba38c4398abd015a836e3406c2ee3a	20150218-twt10-libyaun	text_auto	government  It can be spell vacuum that the islamic state group is trying to exert more influence held	86
0_57b29d35db9dd8080866d86ea449503c	air attack to islamic state	995df31ca654ac886c0f56081fe0e428	20150317-pm05-terrormonitor	text_auto	discovery of chemicals of the melbourne home of the islamic state group suicide bombing take the lobby should	87
0_57b29d35db9dd8080866d86ea449503c	air attack to islamic state	82cecae143257bbc8ac3ddee2f359b0	20150312-am04-tikritoffensive	text_auto	militias on today calling back finished against islamic site militants fighting their way into salamence	88
0_57b29d35db9dd8080866d86ea449503c	air attack to islamic state	4b459b61253530904c687e490c2a8e64	20150306-am04-winterblast	text_auto	runway of the air craft beer to the laugh  It never make contact with the water the air craft was killing	89
0_57b29d35db9dd8080866d86ea449503c	air attack to islamic state	735abff57b9d522642677f2507cd6b0b	20141107-rnam03-myanmaroffences	text_auto	Memo for mcbride stifle next week post  The most significant international summit is he straight as	90
0_82c5e5c185ebe7d826354ea6052c13f3	free trade china australia	ac03968660246a35fc776eb1d710b4f0	20141205-pm08-robexplosion	text_auto	basking in the glory of having secure the china australia free trade deal and rerole was back in beijing this	1
0_82c5e5c185ebe7d826354ea6052c13f3	free trade china australia	f69d40a8e76fce4c438677d80b810638	20141110-twt02-jameslaurenceson	text_auto	important china has become twist raleigh a is a trading partner with the cle at the without china l exports	2
0_82c5e5c185ebe7d826354ea6052c13f3	free trade china australia	3d1d935c712b268f528408db141f1639	20141027-twt08-aiglannin	text_auto	impact of the saint on a free trade agreement     michael factories in china industry groups is hostile	3
0_82c5e5c185ebe7d826354ea6052c13f3	free trade china australia	d7c28acc56a77caec63022ee9a6aa1f	20141110-rnam02-robbfta	text_auto	almus benefit to australia and I think we will provide a little benefit to the into china with this is	4
0_82c5e5c185ebe7d826354ea6052c13f3	free trade china australia	24386d55a7df5518835764c289ac27fd	20141010-rnam05-coal	text_auto	morning operations in china  But it may have big implications here in australia  The suddenly some project	5
0_82c5e5c185ebe7d826354ea6052c13f3	free trade china australia	4f320ccbb75a6b436c0ecc0bd538e7ea	20141107-pm1-tradetalks	text_auto	you could have a free trade agreement in labor and doesn't actually involve free trade any traction let	6
0_82c5e5c185ebe7d826354ea6052c13f3	free trade china australia	82c5e5c185ebe7d826354ea6052c13f3	20141117-twt02-ftachina	text_auto	My sitting here in free trade deal with china will be signing canvas often enough to president jean king's	7
0_82c5e5c185ebe7d826354ea6052c13f3	free trade china australia	e790881cd6f9adf80d07d5fa157dbe4f	20141107-am02-beijingcross	text_auto	weekend with this try and china believed to be close to signing off for the free trade agreement suny study	8
0_82c5e5c185ebe7d826354ea6052c13f3	free trade china australia	71bf40af3725e09132eccf36da1d76c1	20141110-twt01-tradedeal	text_auto	government is confident  It will feel free trade agreement with china by the time president you thinking	9
0_82c5e5c185ebe7d826354ea6052c13f3	free trade china australia	8196ba778949453ed56fff79b541e2a2	20141111-twt03-chinacurrency	text_auto	get the free trade deal  The other government is thing does steeple fun free trade deal with china within	10
2_2c44410773b903bb460bdb70df79e673	heart transplant of stopped heart	2c44410773b903bb460bdb70df79e673	20141024-twt03-heartbreakthrough	text_auto	where the heart is with transplants  We can look at the function on the console be for transplants  In addition	1
2_2c44410773b903bb460bdb70df79e673	heart transplant of stopped heart	7e853c11f6e7fdc7202541fef4c9207c	20141009-am07-defribribillatorfail	text_auto	The strains on needlessly dawn from heart attacks beacause up to quarter of the daily twenty super my	2
2_2c44410773b903bb460bdb70df79e673	heart transplant of stopped heart	4165c841b2b479237d84167db48e769e	20141120-am07-oxygenhurtsrpl	text_auto	chorus to hot shit your heart text mom  Are you worried people going to stop coming forward now off to	3
2_2c44410773b903bb460bdb70df79e673	heart transplant of stopped heart	55df1a56996a4085299f815658c845e5	20150225-am07-angerattack	text_auto	emotion and house text study has found the risk of heart attack is more than eight times harder and two hours	4
