query_id	query	doc_id		filename	summary_type	summary	rank
2_5eec4e901afc3ba022af54baf7f17f26	financial dealing of west australian minister	5b253d42b14f2dd723d64e54e843018e		20141027-am03-dutton	text_manual	epicentre is at the moment and that is West Africa and the West Australian reported on Friday that the Government	120
3_7f3e8b1c70b3d4b2b322b25bf8bf66d7	Israel Palastine tension worship at Al Asqa Jordan diplomat	7f3e8b1c70b3d4b2b322b25bf8bf66d7		20141106-am02-carattackjerusalemcross	text_manual	Tensions are unusually high in Jerusalem  Relations between Israel and the Palestinians	1
3_7f3e8b1c70b3d4b2b322b25bf8bf66d7	Israel Palastine tension worship at Al Asqa Jordan diplomat	c0ad03d454aa529807ff9b86ae97bc92		20131031-twt07-templedome	text_manual	Palestinian uprising    Israel subsequently stopped Muslim worshippers from visiting the Al-Aqsa mosque - the	2
3_7f3e8b1c70b3d4b2b322b25bf8bf66d7	Israel Palastine tension worship at Al Asqa Jordan diplomat	4f5f514de66d18e10fb94ca1c00e526d		20150204-rnam04-pilotkilled	text_manual	rocked Jordan, which is part of the coalition fighting the terrorist group    In response, several Al Qaeda	3
3_7f3e8b1c70b3d4b2b322b25bf8bf66d7	Israel Palastine tension worship at Al Asqa Jordan diplomat	df5f68282cccec0272592985f37fc0ee		20141028-eam03-settlement	text_manual	eroding ties between Israel and the United States    It comes at a time of heightened tension in Jerusalem,	4
3_7f3e8b1c70b3d4b2b322b25bf8bf66d7	Israel Palastine tension worship at Al Asqa Jordan diplomat	9f64aae1223cc218518af93547fd6512		20150303-eam03-bibispeaks	text_manual	in Washington has injected even greater tension in the US/Israel relationship but Mr Netanyahu says he	5
3_7f3e8b1c70b3d4b2b322b25bf8bf66d7	Israel Palastine tension worship at Al Asqa Jordan diplomat	9a7f7a61e37ac3932011c9a6fd5b36f		20141030-pm09-mideastrensions	text_manual	the Security Council    To underline the tension between Israel and the Obama administration, a usually	6
3_7f3e8b1c70b3d4b2b322b25bf8bf66d7	Israel Palastine tension worship at Al Asqa Jordan diplomat	c375e96411dbbb3f5d2d216cc2995a1b		20150303-twt09-iranjatras	text_manual	is that he was speaking at the AIPAC (American Israel Public Affairs Committee) conference today and	7
3_7f3e8b1c70b3d4b2b322b25bf8bf66d7	Israel Palastine tension worship at Al Asqa Jordan diplomat	f72575a08195f21ae8761d8ce075f162		20141118-pm06-terrorattack	text_manual	ramped up the tension between these two communities      And another source of tension has been	8
3_7f3e8b1c70b3d4b2b322b25bf8bf66d7	Israel Palastine tension worship at Al Asqa Jordan diplomat	24c24f663e5e29bc4861395bc49e303e		20130204-twt04-jordanpilot	text_manual	of first lieutenant al-Kassasbeh    That led to a confused flurry of diplomatic manoeuvring involving	9
3_7f3e8b1c70b3d4b2b322b25bf8bf66d7	Israel Palastine tension worship at Al Asqa Jordan diplomat	9b3290bcded5c698a36443263fc36315		20141116-cr04-skplasticsurgery	text_manual	the planet happen there    It's a culture that worships brilliance and beauty but there is a very ugly	10
2_8acc3baddf24bd35dc84e85d05eb82ab	northern territory chief minister dumped	bcfe273a22c427db956c38bede3e8aa0		20141002-twt06-nucleardump	text_manual	nuclear waste dump    But Northern Territory politicians are pushing to keep the dump in the NT    The	1
2_8acc3baddf24bd35dc84e85d05eb82ab	northern territory chief minister dumped	8acc3baddf24bd35dc84e85d05eb82ab		20150203-eam03-ntspill	text_manual	other    Last night the Chief Minister of the Northern Territory Adam Giles was dumped by his colleagues	2
2_8acc3baddf24bd35dc84e85d05eb82ab	northern territory chief minister dumped	b5008e255076228e947fd0784d3a2262		20150204-pmrn03-ntfallout	text_manual	three things I don't see in the Chief Minister of the Northern Territory  He lacks honesty, he lacks respect	3
2_8acc3baddf24bd35dc84e85d05eb82ab	northern territory chief minister dumped	a64bfa59a38f5ed17ec4b37075cdefe1		20150204-rnam03-gilesreturns	text_manual	In the Northern Territory Chief Minister Adam Giles has survived a leadership spill	4
2_8acc3baddf24bd35dc84e85d05eb82ab	northern territory chief minister dumped	664d65eae252107e1d89304c2fbb32e4		20150206-twt04-gilesplot	text_manual	the Northern Territory continue to be publicly examined    Now Northern Territory Chief Minister Adam	5
2_8acc3baddf24bd35dc84e85d05eb82ab	northern territory chief minister dumped	a244610d254ea86119185edeffa75c59		20150218-am08-millssacked	text_manual	prime minister knows nothing about it      The former Northern Territory chief minister	6
2_8acc3baddf24bd35dc84e85d05eb82ab	northern territory chief minister dumped	53d36dc48e534b433f314d317bf09308		20150203-twt02-ntleaderRPL	text_manual	latest on the political back-stabbing in the Northern Territory    Willem Westra van Holte seized leadership	7
2_8acc3baddf24bd35dc84e85d05eb82ab	northern territory chief minister dumped	91951ccf7e5cd0503d68468b03b6581b		20150203-pm01-ntcrisis	text_manual	still turmoil; the Northern Territory Government is in crisis    The Chief Minister Adam Giles was rolled	8
2_8acc3baddf24bd35dc84e85d05eb82ab	northern territory chief minister dumped	a22ead6504776fa7ae12510d710304a0		20141209-pm09-ntpols	text_manual	He was once the Northern Territory treasurer and deputy chief minister but in recent months he's	9
2_8acc3baddf24bd35dc84e85d05eb82ab	northern territory chief minister dumped	b0ef65f2379365e86d6cd5791fd7eee		20150209-am06-clprecording	text_manual	ABC has obtained a secret recording of a Northern Territory Country Liberals branch meeting which de	10
0_9fdefc69c873cc40ae669162500ce907	malcolm fraser died	9fdefc69c873cc40ae669162500ce907		20150320-twt01-fraserleadall	text_manual	Former prime minister Malcolm Fraser has died overnight, after a brief illness  He was 84	1
0_9fdefc69c873cc40ae669162500ce907	malcolm fraser died	184cc22b404b3ea634a0dfc21920c5c2		150320-pm01-fraserleadall	text_manual	prime minister Malcolm Fraser died today after a short illness  He was 84    Malcolm Fraser is being remembered	2
0_9fdefc69c873cc40ae669162500ce907	malcolm fraser died	bec45d66a8e5b306a128e86943ba3cb		20150320-twt05-polliereax	text_manual	sides of politics have also paid tribute to Malcolm Fraser    Paul Keating says Mr Fraser's death is a	3
0_9fdefc69c873cc40ae669162500ce907	malcolm fraser died	b77638260e10985fa418e05b802a1230		20150320-twt02-menadueiv	text_manual	one that Malcolm Fraser bears    It was a sea change in Australian policy and Malcolm Fraser deserves	4
0_9fdefc69c873cc40ae669162500ce907	malcolm fraser died	57a4ef2802493ed01109acaef2cba73b		20150320-twt04-barnettiv	text_manual	Barnett is Malcolm Fraser's former press secretary    He first went to work for him when Mr Fraser became	5
0_9fdefc69c873cc40ae669162500ce907	malcolm fraser died	1f7f1615e2ac7e41876e9d4a9a7ae6be		20150323-twt06-frasercondonces	text_manual	paying tribute to former prime minister Malcolm Fraser, who died on Friday    The Parliament has suspended	6
0_9fdefc69c873cc40ae669162500ce907	malcolm fraser died	ffc2684b098ffcf62e7cda890ae31164		20150327-pm07-fraserservice	text_manual	for the former Liberal prime minister Malcolm Fraser    Mr Fraser led the country from the dismissal that	7
0_9fdefc69c873cc40ae669162500ce907	malcolm fraser died	eaeccfd4c68ceab1c03fb8192cb2dd3f		20150323-pm04-frasermotion	text_manual	much aware how highly regarded Malcolm Fraser is    In 2011, Malcolm Fraser attended the Vietnamese Tet	8
0_9fdefc69c873cc40ae669162500ce907	malcolm fraser died	c690426621d2d1bef45d9125ea5fa824		20150320-twt03-fraserimmigration	text_manual	the boat people, Malcolm Fraser did nothing to hide his contempt      You know it's ironic	9
0_9fdefc69c873cc40ae669162500ce907	malcolm fraser died	3391e2d567cc16600144c50a842f3535		20150327-twt09-fraserfuneral	text_manual	minister Malcolm Fraser have filled The Scots' Church in Melbourne for his state funeral    Malcolm Fraser	10
0_10ae5555a29c8e9f0b34a2926f6f8787	volcano new zealand	10ae5555a29c8e9f0b34a2926f6f8787		20150313-twt12-volcanopumice	text_manual	that an underwater volcano had erupted one thousand kilometres north of New Zealand was some pumice washing	1
0_10ae5555a29c8e9f0b34a2926f6f8787	volcano new zealand	7fff87e12c944283c83dd90cb1fbc01c		20150318-am07-myanmarbuddha	text_manual	In Myanmar a New Zealand national is among three people sentenced to two and a half	2
0_10ae5555a29c8e9f0b34a2926f6f8787	volcano new zealand	549e864ba9e5f3c7b8188c19c3703e9f		20141202-pm06-oliverhartwich	text_manual	newspapers looked at tax reform in New Zealand    And yet New Zealand is thriving, and Mr Key keeps getting	3
0_10ae5555a29c8e9f0b34a2926f6f8787	volcano new zealand	2e7d197df3829d9ecde45d9dd22fe469		20141028-pm07-EBOLATESTER	text_manual	New Zealand scientists have developed what they say is a world-first portable testing device	4
0_10ae5555a29c8e9f0b34a2926f6f8787	volcano new zealand	ca8e62acf256ad7e6623a746aa556027		20141105-twt06-keyisis	text_manual	To New Zealand, where the prime minister is following Australia's lead and seeking urgent	5
0_10ae5555a29c8e9f0b34a2926f6f8787	volcano new zealand	771bcf79358184be1280eeb93a064798		20150227-eam02-abbottauckland	text_manual	for the Australian and the New Zealand forces     New Zealand didn't take part in the US-led	6
0_10ae5555a29c8e9f0b34a2926f6f8787	volcano new zealand	bebc4b6c9aab1396fe4baee79cd36583		20150228-rnsam01-leadershipmono	text_manual	trade, diplomatic and cultural ties with his New Zealand counterpart, John Key    But back home, it's a	7
0_10ae5555a29c8e9f0b34a2926f6f8787	volcano new zealand	9f391eab901fb46af36fd502f933b5f2		20150311-twt05-fonterra	text_manual	agricultural pesticide in New Zealand    Shares in Fonterra New Zealand fell heavily when the threat was	8
0_10ae5555a29c8e9f0b34a2926f6f8787	volcano new zealand	2d819fe0b23a4580426ca2a2d0255d7a		20141113-am06-copaymentpsych	text_manual	Medicare co-payments    The Royal Australian and New Zealand College of Psychiatrists has released a report	9
0_10ae5555a29c8e9f0b34a2926f6f8787	volcano new zealand	6c5dc57461dcb2dd28295da731f8a6d6		20141130-cr01-newzealand	text_manual	was embarking upon when I left Australia for New Zealand in late-2010    And to be fair, I didn't expect	10
1_14ff8468fd07e6cc54f7a403d2035123	Royal commission Mangrove Mountain Yoga Ashram	d742ed174b8108b6164cf413bbe4a170		20141210-twt05-ashrampeople	text_manual	from the Mangrove Mountain ashram and she was being questioned there at the royal commission by Hayley	1
1_14ff8468fd07e6cc54f7a403d2035123	Royal commission Mangrove Mountain Yoga Ashram	fbfe7438189f78d950d2110e4ced2f3a		20141205-twt05-yogasishy	text_manual	Did you understand after you moved to Mangrove Mountain ashram and had dealings with the children that	2
1_14ff8468fd07e6cc54f7a403d2035123	Royal commission Mangrove Mountain Yoga Ashram	e4030b211a82918af2211606bdaa12		20141204-pm03-ritualabuse	text_manual	the royal commission in many earlier public hearings, the child sexual abuse at Mangrove Mountain was	3
1_14ff8468fd07e6cc54f7a403d2035123	Royal commission Mangrove Mountain Yoga Ashram	65d208c72a8e619d31bc0746f5c5ef4f		20141210-pm02-sorryashrammoney	text_manual	from the Satyananda Yoga Academy and resident of the Mangrove Mountain ashram, ending Emily Bourke's	4
1_14ff8468fd07e6cc54f7a403d2035123	Royal commission Mangrove Mountain Yoga Ashram	fbc6c225e60038f17d75c541ac6a93c9		20141209-pm03-venalvictimsrpl	text_manual	and other residents of the Mangrove Mountain yoga ashram, the royal commission has now turned its attention	5
1_14ff8468fd07e6cc54f7a403d2035123	Royal commission Mangrove Mountain Yoga Ashram	7a15d0a89437c52e3950b399d151df09		20141202-pm05-yogaabuse	text_manual	spiritual retreat, for some children, the Mangrove Mountain yoga ashram near the New South Wales central coast	6
1_14ff8468fd07e6cc54f7a403d2035123	Royal commission Mangrove Mountain Yoga Ashram	14ff8468fd07e6cc54f7a403d2035123		20141202-eam03-rcyogacult	text_manual	video from Mangrove Mountain Yoga website)     The Mangrove Mountain Yoga Ashram advertises	7
1_14ff8468fd07e6cc54f7a403d2035123	Royal commission Mangrove Mountain Yoga Ashram	6b2f382339c0cb73e8a7647a70af6b3c		20141205-pm09-yogasorry	text_manual	child abuse royal commission which investigating child abuse at a New South Wales yoga ashram    The woman	8
1_14ff8468fd07e6cc54f7a403d2035123	Royal commission Mangrove Mountain Yoga Ashram	223026c9fa8c1e5ce6d891c9413ccdb6		20141202-twt04-rcyogadayone	text_manual	Bourke and she joins me now    Emily, the Mangrove Mountain yoga retreat centre is the first non-mainstream	9
1_14ff8468fd07e6cc54f7a403d2035123	Royal commission Mangrove Mountain Yoga Ashram	d7ea622bad2f97c23e9253495d09532d		20141209-twt06-ashrammorphine	text_manual	the Mangrove Mountain ashram  That was under questioning by counsel assisting the royal commission, Hayley	10
1_16a4810341caf97c4dd9d5a89d89479a	News Corp Nova Peris leaked email	ac55e44691f1ee35e27e9c42d9685b06		20141029-am02-novascandalrpl	text_manual	seen the emails but News Corp alleges one email says	1
1_16a4810341caf97c4dd9d5a89d89479a	News Corp Nova Peris leaked email	bc9fe5b1953c6c88423c7ba3b23e2b79		20141029-twt05-novafollow	text_manual	public    News Corp papers have published emails said to be written four years ago when Nova Peris was working	2
1_16a4810341caf97c4dd9d5a89d89479a	News Corp Nova Peris leaked email	fefdb3568dbfd6643be4aae788808ffa		20141030-pm03-novaspeaks	text_manual	before the emails were published     The release and publication of these emails is an attempt	3
1_16a4810341caf97c4dd9d5a89d89479a	News Corp Nova Peris leaked email	16a4810341caf97c4dd9d5a89d89479a		20131031-twt04-novapublish	text_manual	explicit emails allegedly written by Northern Territory Labor Senator Nova Peris    News Corp published	4
1_16a4810341caf97c4dd9d5a89d89479a	News Corp Nova Peris leaked email	e85d332dd00fa50401874297ee7651f0		20141030-pm04-leakingships	text_manual	accused of strategically leaking information about naval shipbuilding plans    News Corp is reporting today	5
1_16a4810341caf97c4dd9d5a89d89479a	News Corp Nova Peris leaked email	87280d6c8001a33737b2c8d3493178da		20141114-twt08-murdochwilliams	text_manual	suggested New Corp Australia's former chief executive Kim Williams was behind the leaking the company's	6
1_16a4810341caf97c4dd9d5a89d89479a	News Corp Nova Peris leaked email	49d79a8002538fa2e87a2ed710aab7a3		20150312-twt06-morelifestylchoice	text_manual	Senator Nova Peris says the Prime Minister's latest comments have again caused deep offence	7
1_16a4810341caf97c4dd9d5a89d89479a	News Corp Nova Peris leaked email	d55532cf053240849934d4f2497fd6a6		20150206-twt12-twitterbullies	text_manual	profitability - cyber bullying    In internal emails leaked to a news website, the Twitter's CEO says he ashamed	8
1_16a4810341caf97c4dd9d5a89d89479a	News Corp Nova Peris leaked email	effc4462a6769dd17ad6056541ab5d1b		20150205-twt05-murdochshares	text_manual	to try and have a more democratic structure at News Corp to get rid of the gerrymander where Rupert Murdoch	9
1_16a4810341caf97c4dd9d5a89d89479a	News Corp Nova Peris leaked email	4ef88e0d3e76685a9df1ad33c747d84c		20141017-pm02-spurrsuspended	text_manual	language in an email to ABC News      The emails referred to are	10
0_21fd85b5c79f7ee0a7e6880b5d05659d	ebola australia	d92e2663b0d935c7956848e042b57b6c		20150323-pm07-ebolalockdown	text_manual	government desperately tries to stamp out the deadly Ebola virus    In the one year since the outbreak began	21
0_21fd85b5c79f7ee0a7e6880b5d05659d	ebola australia	c608779dc8d8f29dd9aa50cf5f483c00		20141017-twt02-ebolaaus	text_manual	only one of its kind in Australia to test for hemorrhagic fevers like Ebola    It's tested nine suspected	22
0_21fd85b5c79f7ee0a7e6880b5d05659d	ebola australia	22d6d43a978954119ac9c47a437e5ee7		20141014-twt04-ebolaprotocols	text_manual	(WHO) is warning that Australia needs to strengthen its defences against the Ebola virus    WHO leaders	23
0_21fd85b5c79f7ee0a7e6880b5d05659d	ebola australia	21fd85b5c79f7ee0a7e6880b5d05659d		20141017-rnam0102-ebolaleadalldutton	text_manual	would we respond? What would an Ebola outbreak look like here in Australia?     Well, the risk	24
0_21fd85b5c79f7ee0a7e6880b5d05659d	ebola australia	e7658151a0468cbd28ff97e6f09960f		20141114-twt10-yaxleycross	text_manual	also emphasising the need to do more to stop the Ebola virus spreading    Our political correspondent Louise	25
0_21fd85b5c79f7ee0a7e6880b5d05659d	ebola australia	7d8fb65c884847bbcad7d9d45b18817f		20141106-pm02-aspenresponse	text_manual	company appointed to run Australia's response to the Ebola crisis in west Africa will train its staff    The	26
0_21fd85b5c79f7ee0a7e6880b5d05659d	ebola australia	83708be018e82677c93f69fff85c5373		20141001-pm08-ebolaaussie	text_manual	weeks on, the West African Ebola crisis is now a global epidemic  And, Australia - like so many developed	27
0_21fd85b5c79f7ee0a7e6880b5d05659d	ebola australia	78e3a3f1ce44db05376a3eb36de93912		20150216-pm07-pngtbfunding	text_manual	Guinea's fragile health system and into Australia to the spread of Ebola in Africa    Tim Costello is in PNG	28
0_21fd85b5c79f7ee0a7e6880b5d05659d	ebola australia	2260285c2fb21c1bb2ccf466e8ea2e0c		20141030-twt03-timinglis	text_manual	There's some good news today in the fight against Ebola with the World Health Organization's assistant director	29
0_21fd85b5c79f7ee0a7e6880b5d05659d	ebola australia	505d5fcb6f8326f4cf5da28d7af418e2		20141027-pm07-ebolaisolate	text_manual	sneezing, than Ebola      Exactly yeah and it was roughly as deadly as Ebola  It was much	30
0_25a915104acccd25bcd43d5b156c9352	asylum seekers Immigration	25a915104acccd25bcd43d5b156c9352		20141219-twt07-newbornsnauru	text_manual	their 80 asylum seekers parents and siblings was part of a secret deal struck between Immigration Minister	1
0_25a915104acccd25bcd43d5b156c9352	asylum seekers Immigration	7acd32975b10716d5a60d86f2313494a		20150203-rnam05-manusdutonpato	text_manual	they risk ruining their asylum application     Should an asylum seeker misbehave then he will	2
0_25a915104acccd25bcd43d5b156c9352	asylum seekers Immigration	9b865b0023584261043c2d827260c05e		20141121-twt04-stevechaoiv	text_manual	boats of asylum seekers may be contributing to overcrowding in Malaysia's notorious immigration detention	3
0_25a915104acccd25bcd43d5b156c9352	asylum seekers Immigration	c690426621d2d1bef45d9125ea5fa824		20150320-twt03-fraserimmigration	text_manual	in the late 1970s    Supporting asylum seekers and boosting immigration was a signature belief    And in	4
0_25a915104acccd25bcd43d5b156c9352	asylum seekers Immigration	6861c27e950518d55a0c13734ccdcfdc		20141111-twt01-genevatorture	text_manual	by the Federal Government, including why two asylum seekers have died in offshore detention centres but	5
0_25a915104acccd25bcd43d5b156c9352	asylum seekers Immigration	48828c8fd5da9d5f64a161178b72bcce		20141202-twt05-migrationbill	text_manual	set of changes to Australian law and immigration and asylum seekers to be brought before the Parliament	6
0_25a915104acccd25bcd43d5b156c9352	asylum seekers Immigration	aceac3aa1eabeb1ee8e836fc9c47053		20141219-pm02-beratidad	text_manual	family of an Iranian asylum seeker murdered on Manus Island are blaming the Immigration Minister, Scott Morrison	7
0_25a915104acccd25bcd43d5b156c9352	asylum seekers Immigration	fc909ee29d05afd8c99a5d4ed9e8f9cd		20150328-sam05-childdetention	text_manual	request has been rejected by the Immigration Minister     (translation)  I even begged them	8
0_25a915104acccd25bcd43d5b156c9352	asylum seekers Immigration	9f008f4164a7857ef788c24d4ec91a36		20150212-eam01-kidsdetention	text_manual	inquiry in a decade into the detention of asylum seeker children has found it causes such 'significant	9
0_25a915104acccd25bcd43d5b156c9352	asylum seekers Immigration	296faa05ba20b0b4f72d695c53550bf3		20141112-pm07-lgpngpato	text_manual	issue of resettlement of the asylum seekers      PNG's immigration and foreign minister Rimbink	10
2_35ef5d8328471088f076ac0b58fc3981	interest rate cuts	d2abef326f996b04895ee7b3a0ef98fa		20150326-eam03-penaltyratesLONG	text_manual	agreement, Saturday penalty rates would be abolished, and Sunday rates would be cut in half    To compensate	21
2_35ef5d8328471088f076ac0b58fc3981	interest rate cuts	9b9d1c3c7e87d9b76d181df912d31eb4		20141231-rnam05-srilanka	text_manual	Association will have a better chance of cutting the drowning rate    Life Saving Victoria's Mevan Jayawardena	22
2_35ef5d8328471088f076ac0b58fc3981	interest rate cuts	91437aebe2e03a970adb0cdda1930cb3		20141125-am06-indigenoussight	text_manual	is some good news on indigenous health today    Rates of the eye disease trachoma have fallen more than	23
2_35ef5d8328471088f076ac0b58fc3981	interest rate cuts	732eb5671d2fe541dfb1fe2f163db95a		20150303-am07-matesinconstruction	text_manual	Sydney conference will this week look at the high rates of suicide in the construction industry    Construction	24
2_35ef5d8328471088f076ac0b58fc3981	interest rate cuts	1bf1f468b3bca79cddc677f9d1b6c1fa		20141006-twt02-rbarates	text_manual	predicting that the Reserve Bank board will move interest rates at tomorrow's meeting, they are all watching	25
2_35ef5d8328471088f076ac0b58fc3981	interest rate cuts	4519caa35fd4d61c3f2133ade1c352cc		20150324-am01-budgeterc	text_manual	10 per cent tax rate for small businesses, and more realistically, a depreciation rate of 150 per cent	26
2_35ef5d8328471088f076ac0b58fc3981	interest rate cuts	4c91da5b1f899792460bcc6b290c1f07		20141211-pm03-joblessrate	text_manual	the jobless rate    Employers put on 43,000 people in November but the unemployment rate rose from 6	27
2_35ef5d8328471088f076ac0b58fc3981	interest rate cuts	c4c55210d7b3daf423adbbe4fc38b71e		20141119-am06-glenstevens	text_manual	given another strong signal that Australia's interest rates will remain at their record low level for some	28
2_35ef5d8328471088f076ac0b58fc3981	interest rate cuts	de426b2b7080b94f4bebc5307ae17583		20150225-twt09-yellenfed	text_manual	tightening too early and then being forced to cut rates again, so I think they'll be fairly cautious	29
2_35ef5d8328471088f076ac0b58fc3981	interest rate cuts	35ef5d8328471088f076ac0b58fc3981		20150401-twt04-ryanrates	text_manual	Tuesday, it's increasingly likely it will cut interest rates to new historic low of 2 per cent    But	30
1_44c470d65e4a90be63e4f0ceccf44baf	Tony Abbott offending indigenous people	44c470d65e4a90be63e4f0ceccf44baf		20150312-am02-indigenousfallout	text_manual	from the peak Indigenous elected representative body, says Tony Abbott is a serial offender and has passed	1
1_44c470d65e4a90be63e4f0ceccf44baf	Tony Abbott offending indigenous people	95deb3949403f6736aa87bd5a13eab5f		20150211-am-03abbottindiggapreaxRPL	text_manual	outcomes  They've put a proposal to Tony Abbott suggesting offenders be forced onto full income management	2
1_44c470d65e4a90be63e4f0ceccf44baf	Tony Abbott offending indigenous people	c8ff46b9f56aa0306772f34959f1b15		20150209-am05-congressabbott	text_manual	entered the prime ministership, Tony Abbott vowed to make Indigenous affairs one of his top priorities	3
1_44c470d65e4a90be63e4f0ceccf44baf	Tony Abbott offending indigenous people	49d5bca6fbded1716124996186157d71		20150209-twt12-kooricourt	text_manual	Courts say the same young Indigenous people are all too often re-offending    To address the problem	4
1_44c470d65e4a90be63e4f0ceccf44baf	Tony Abbott offending indigenous people	49d79a8002538fa2e87a2ed710aab7a3		20150312-twt06-morelifestylchoice	text_manual	elected to the job Tony Abbott made this promise     (May, 2013)  Indigenous Affairs will be	5
1_44c470d65e4a90be63e4f0ceccf44baf	Tony Abbott offending indigenous people	b7bb6c2af90ae4fafd373131cf4fb5a5		20150311-twt01-pearsoniv	text_manual	yet Mr Abbott has portrayed himself or says he wants to be the Prime Minister for Indigenous people	6
1_44c470d65e4a90be63e4f0ceccf44baf	Tony Abbott offending indigenous people	a88adaf3f77960f638ae9ebc52596980		20150311-am01-RPLabbottlifestylesabbottresponserpl	text_manual	y of government  And Tony Abbott said he was going to support Aboriginal people  We are not seeing this	7
1_44c470d65e4a90be63e4f0ceccf44baf	Tony Abbott offending indigenous people	7b57a11a0bd32d53c09b9204aeb5fd0f		20150211-twt03-closethegap	text_manual	disparity in outcomes for Indigenous and non-Indigenous Australians remains      Madam Speaker, much	8
1_44c470d65e4a90be63e4f0ceccf44baf	Tony Abbott offending indigenous people	dd656520821af0d1f97fc9ca7bcb0383		20141114-pm07-terranullius	text_manual	Minister Tony Abbott said Sydney was nothing but bush when the Europeans arrived    Labor's Indigenous affairs	9
1_44c470d65e4a90be63e4f0ceccf44baf	Tony Abbott offending indigenous people	9e598eabc3f4627a63c61219e6f8e46b		20141127-pm06-indigenousreport	text_manual	Tony Abbott has made it clear he wants to be considered as the Prime Minister for Indigenous Australians	10
0_57b29d35db9dd8080866d86ea449503c	air attack to islamic state	2ed8ecd0ed5e9506c114ebcc5698af93		20141218-pm03-peshawarthursday	text_manual	battle against Islamic extremism has reached a critical juncture    The Taliban attack on a school in	61
0_57b29d35db9dd8080866d86ea449503c	air attack to islamic state	3488c5bf18aeb1bcd8a53abdbfedee7d		20150217-twt08-mosquevandal	text_manual	trolley and just made a derogatory comment about Islam    But Emma believes the majority of	62
0_57b29d35db9dd8080866d86ea449503c	air attack to islamic state	2524972f9c5a2b67d76c26abae97cc18		20150312-twt02-iraqbattle	text_manual	search of their biggest victory yet against Islamic State militants    It marks a new phase in a 10-day	63
0_57b29d35db9dd8080866d86ea449503c	air attack to islamic state	175dea5c1dd4d53f2e718f4e202f3d44		20141107-rnam04-terrorfinance	text_manual	themselves the Islamic State or IS    (End of extract)    The rise of the Islamic State in Syria	64
0_57b29d35db9dd8080866d86ea449503c	air attack to islamic state	d051e6fb6a64b504e0b69afaf0ab2245		20150220-eam01-russiastouch	text_manual	Vladimir Putin is as great a threat to Europe as Islamic State     I think we are facing a genuinely	65
0_57b29d35db9dd8080866d86ea449503c	air attack to islamic state	57b29d35db9dd8080866d86ea449503c		20141008-pm02-iraqdefence	text_manual	The so-called Islamic State appears to have reacted to air attack with a human shield strategy	66
0_57b29d35db9dd8080866d86ea449503c	air attack to islamic state	bfdc861580d472d79ada40fe64da405c		20141117-twt05-isisboys	text_manual	nothing more and now fear their sons have joined Islamic State fighters    The family is calling for help to	67
0_57b29d35db9dd8080866d86ea449503c	air attack to islamic state	ede1964e9b965af1bde0b28c283fe040		20141011-am04-kobaneenvoy	text_manual	Islamic state militants in Kobane have reportedly extended their territory, taking	68
0_57b29d35db9dd8080866d86ea449503c	air attack to islamic state	46e6f17f98571fa2ea5c19ca4578f98b		20141001-eam03-teenagejihadi	text_manual	to post messages in support of Islamic State and of terrorist attacks on Western targets    Dr Katherine	69
0_57b29d35db9dd8080866d86ea449503c	air attack to islamic state	894488a0679c1c0a4f16f16597da39b6		20141117-rnam01-fifthbeheading	text_manual	another brutal act in the macarbe theatre of Islamic State militants    The group has released a fifth	70
0_82c5e5c185ebe7d826354ea6052c13f3	free trade china australia	ac03968660246a35fc776eb1d710b4f0		20141205-pm08-robexplosion	text_manual	Australia's Trade Minister has of recent times been basking in the glory of having secured the China-Australia	1
0_82c5e5c185ebe7d826354ea6052c13f3	free trade china australia	f69d40a8e76fce4c438677d80b810638		20141110-twt02-jameslaurenceson	text_manual	important China has become to Australia as a trading partner    Let's be clear  without China, our exports	2
0_82c5e5c185ebe7d826354ea6052c13f3	free trade china australia	24386d55a7df5518835764c289ac27fd		20141010-rnam05-coal	text_manual	negotiations on a free trade agreement and the abolition of tariffs on coal imports into China is a key part	3
0_82c5e5c185ebe7d826354ea6052c13f3	free trade china australia	3d1d935c712b268f528408db141f1639		20141027-twt08-aiglannin	text_manual	says it's worried about the impact of an Australia-China free trade agreement on local factories    The	4
0_82c5e5c185ebe7d826354ea6052c13f3	free trade china australia	d7c28acc56a77caec63022ee9a6aa1f		20141110-rnam02-robbfta	text_manual	the trade minister    Andrew Robb, how close do you believe that you are to settling a free trade agreement	5
0_82c5e5c185ebe7d826354ea6052c13f3	free trade china australia	4f320ccbb75a6b436c0ecc0bd538e7ea		20141107-pm1-tradetalks	text_manual	Australia and China are on the brink of a major trade deal with only two sticking points	6
0_82c5e5c185ebe7d826354ea6052c13f3	free trade china australia	82c5e5c185ebe7d826354ea6052c13f3		20141117-twt02-ftachina	text_manual	The free trade deal with China will be signed in Canberra this afternoon, after president	7
0_82c5e5c185ebe7d826354ea6052c13f3	free trade china australia	e790881cd6f9adf80d07d5fa157dbe4f		20141107-am02-beijingcross	text_manual	the weekend with Australia and China believed to be close to signing off on a free trade agreement soon	8
0_82c5e5c185ebe7d826354ea6052c13f3	free trade china australia	71bf40af3725e09132eccf36da1d76c1		20141110-twt01-tradedeal	text_manual	seal a free trade agreement with China by the time president Xi Jinping arrives in Australia for the	9
0_82c5e5c185ebe7d826354ea6052c13f3	free trade china australia	8196ba778949453ed56fff79b541e2a2		20141111-twt03-chinacurrency	text_manual	managed, Australia couldn't have a free trade agreement with China    And in fact Australia would benefit	10
