query_id	query_terms	doc_id	audio_filename	summary_type	summary	rank
2_5eec4e901afc3ba022af54baf7f17f26	financial dealing of west australian minister	6faa51033490113cb9a10cf7e447703e	20150206-am09-greekmeet	text_metadata	Greek leaders fail to get new deal on debt relief  Greece's new leaders toured key European cities this	37
2_5eec4e901afc3ba022af54baf7f17f26	financial dealing of west australian minister	8d948be522e40acd5268f559bb39ac4f	20141119-pm02-fofaplanners	text_metadata	Financial planners 'shocked' by FoFA change  Australia's financial planning association says it's shocked	38
2_5eec4e901afc3ba022af54baf7f17f26	financial dealing of west australian minister	657a0d4c7cc5dcd910d5172b3979e078	20141222-am03-naomi	text_metadata	Abbott has demoted underperformers, in the process dealing with issues that are serving as distractions	39
2_5eec4e901afc3ba022af54baf7f17f26	financial dealing of west australian minister	5eec4e901afc3ba022af54baf7f17f26	20141204-pm07-nalderthursday	text_metadata	report into the financial interests and behaviour of his Finance and Transport Minister, Dean Nalder  The	40
3_7f3e8b1c70b3d4b2b322b25bf8bf66d7	Israel Palastine tension worship at Al Asqa Jordan diplomat	7f3e8b1c70b3d4b2b322b25bf8bf66d7	20141106-am02-carattackjerusalemcross	text_metadata	Tensions high in Jerusalem as killings continue  Relations between Israel and the Palestinians are d	1
3_7f3e8b1c70b3d4b2b322b25bf8bf66d7	Israel Palastine tension worship at Al Asqa Jordan diplomat	c0ad03d454aa529807ff9b86ae97bc92	20131031-twt07-templedome	text_metadata	Palestinian uprising  Israel subsequently stopped Muslim worshippers from visiting the Al-Aqsa compound, the	2
3_7f3e8b1c70b3d4b2b322b25bf8bf66d7	Israel Palastine tension worship at Al Asqa Jordan diplomat	df5f68282cccec0272592985f37fc0ee	20141028-eam03-settlement	text_metadata	eroding ties between Israel and the United States  It comes at a time of heightened tension in Jerusalem, with	3
3_7f3e8b1c70b3d4b2b322b25bf8bf66d7	Israel Palastine tension worship at Al Asqa Jordan diplomat	9a7f7a61e37ac3932011c9a6fd5b36f	20141030-pm09-mideastrensions	text_metadata	Warning from UN security council as Israel continues building program  A United Nations official has	4
3_7f3e8b1c70b3d4b2b322b25bf8bf66d7	Israel Palastine tension worship at Al Asqa Jordan diplomat	9f64aae1223cc218518af93547fd6512	20150303-eam03-bibispeaks	text_metadata	in Washington has injected even greater tension in the US Israel relationship but Mr Netanyahu says he	5
3_7f3e8b1c70b3d4b2b322b25bf8bf66d7	Israel Palastine tension worship at Al Asqa Jordan diplomat	4f5f514de66d18e10fb94ca1c00e526d	20150204-rnam04-pilotkilled	text_metadata	fighting the terrorist group and several Al Qaeda prisoners in Jordan are now reportedly facing imminent execution	6
3_7f3e8b1c70b3d4b2b322b25bf8bf66d7	Israel Palastine tension worship at Al Asqa Jordan diplomat	24c24f663e5e29bc4861395bc49e303e	20130204-twt04-jordanpilot	text_metadata	Jordan vows 'earth-shattering' response after Islamic State burns pilot to death  Jordan has vowed to	7
3_7f3e8b1c70b3d4b2b322b25bf8bf66d7	Israel Palastine tension worship at Al Asqa Jordan diplomat	557ac4f84ac6ae022b76685e935cb9f5	20141203-pm07-israelelections	text_metadata	Fresh election in Israel appears unavoidable  Israel looks like going to the polls again for a general	8
3_7f3e8b1c70b3d4b2b322b25bf8bf66d7	Israel Palastine tension worship at Al Asqa Jordan diplomat	9206746975a3cb3031fe167a2476434e	20150318-twt08-israelpoll	text_metadata	Israel election  both main parties claim victory as counting continues  The votes are being counted in	9
3_7f3e8b1c70b3d4b2b322b25bf8bf66d7	Israel Palastine tension worship at Al Asqa Jordan diplomat	9b3290bcded5c698a36443263fc36315	20141116-cr04-skplasticsurgery	text_metadata	planet happen in South Korea  It's a culture that worships brilliance and beauty but there is a very dark	10
2_8acc3baddf24bd35dc84e85d05eb82ab	northern territory chief minister dumped	bcfe273a22c427db956c38bede3e8aa0	20141002-twt06-nucleardump	text_metadata	around the country to nominate a site  Northern Territory Chief Minister Adam Giles says he'll consider offering	1
2_8acc3baddf24bd35dc84e85d05eb82ab	northern territory chief minister dumped	8acc3baddf24bd35dc84e85d05eb82ab	20150203-eam03-ntspill	text_metadata	NT Chief Minister Adam Giles dumped  The Chief Minister of the Northern Territory Adam Giles has lost	2
2_8acc3baddf24bd35dc84e85d05eb82ab	northern territory chief minister dumped	b5008e255076228e947fd0784d3a2262	20150204-pmrn03-ntfallout	text_metadata	Minister dumped from NT Cabinet after failed leadership coup  In the Northern Territory, the recriminations	3
2_8acc3baddf24bd35dc84e85d05eb82ab	northern territory chief minister dumped	664d65eae252107e1d89304c2fbb32e4	20150206-twt04-gilesplot	text_metadata	in the Northern Territory continue to be publicly examined  Northern Territory Chief Minister Adam Giles	4
2_8acc3baddf24bd35dc84e85d05eb82ab	northern territory chief minister dumped	a64bfa59a38f5ed17ec4b37075cdefe1	20150204-rnam03-gilesreturns	text_metadata	job of the Northern Territory has lasted 24 hours  The Northern Territory Chief Minister Adam Giles survived	5
2_8acc3baddf24bd35dc84e85d05eb82ab	northern territory chief minister dumped	53d36dc48e534b433f314d317bf09308	20150203-twt02-ntleaderRPL	text_metadata	Country Liberal Party, and the Northern Territory, from Adam Giles in a late night spill announced in	6
2_8acc3baddf24bd35dc84e85d05eb82ab	northern territory chief minister dumped	a244610d254ea86119185edeffa75c59	20150218-am08-millssacked	text_metadata	in the Northern Territory is continuing with open hostility between the Chief Minister Adam Giles and	7
2_8acc3baddf24bd35dc84e85d05eb82ab	northern territory chief minister dumped	91951ccf7e5cd0503d68468b03b6581b	20150203-pm01-ntcrisis	text_metadata	Northern Territory Government in crisis  In Darwin, the Chief Minister Adam Giles was rolled in a midnight	8
2_8acc3baddf24bd35dc84e85d05eb82ab	northern territory chief minister dumped	a22ead6504776fa7ae12510d710304a0	20141209-pm09-ntpols	text_metadata	after exile over alleged gay slur  The former Northern Territory treasurer Dave Tollner, who resigned earlier	9
2_8acc3baddf24bd35dc84e85d05eb82ab	northern territory chief minister dumped	b0ef65f2379365e86d6cd5791fd7eee	20150209-am06-clprecording	text_metadata	recording of a Northern Territory Country Liberals branch meeting  In the recording the Chief Minister Adam Giles	10
0_9fdefc69c873cc40ae669162500ce907	malcolm fraser died	184cc22b404b3ea634a0dfc21920c5c2	150320-pm01-fraserleadall	text_metadata	prime minister Malcolm Fraser died today after a short illness  He was 84  Malcolm Fraser is being remembered	1
0_9fdefc69c873cc40ae669162500ce907	malcolm fraser died	57a4ef2802493ed01109acaef2cba73b	20150320-twt04-barnettiv	text_metadata	work for Malcolm Fraser, says former press secretary David Barnett  Former prime minister Malcolm Fraser	2
0_9fdefc69c873cc40ae669162500ce907	malcolm fraser died	b77638260e10985fa418e05b802a1230	20150320-twt02-menadueiv	text_metadata	prime minister Malcolm Fraser has died at the age of 84  The World Today spoke to John Menadue, who was the	3
0_9fdefc69c873cc40ae669162500ce907	malcolm fraser died	1f7f1615e2ac7e41876e9d4a9a7ae6be	20150323-twt06-frasercondonces	text_metadata	paying tribute to former prime minister Malcolm Fraser, who died on Friday  The Parliament has suspended normal	4
0_9fdefc69c873cc40ae669162500ce907	malcolm fraser died	bec45d66a8e5b306a128e86943ba3cb	20150320-twt05-polliereax	text_metadata	in honour of the 22nd prime minister Malcolm Fraser, who has died at the age of 84  Former prime ministers	5
0_9fdefc69c873cc40ae669162500ce907	malcolm fraser died	9fdefc69c873cc40ae669162500ce907	20150320-twt01-fraserleadall	text_metadata	prime minister Malcolm Fraser dies aged 84  Former prime minister Malcolm Fraser has died after a brief	6
0_9fdefc69c873cc40ae669162500ce907	malcolm fraser died	ffc2684b098ffcf62e7cda890ae31164	20150327-pm07-fraserservice	text_metadata	minister Malcolm Fraser, a key character in the constitutional crisis of November, 1975  But Fraser was also	7
0_9fdefc69c873cc40ae669162500ce907	malcolm fraser died	f820a64b9fb72ac9f1f766789dc42702	150320-pm02-margaretsimons	text_metadata	Malcolm Fraser was an activist politician, says co-author of his political memoirs  Dr Margaret Simons	8
0_9fdefc69c873cc40ae669162500ce907	malcolm fraser died	eaeccfd4c68ceab1c03fb8192cb2dd3f	20150323-pm04-frasermotion	text_metadata	for Malcolm Fraser  Federal Parliament's dedicated today to the former prime minister Malcolm Fraser	9
0_9fdefc69c873cc40ae669162500ce907	malcolm fraser died	c337cb4c9fe6b4c4e90a0b7fa404a19c	150320-pm03-fraserlegacy	text_metadata	Malcolm Fraser remembered for his social conscience  Aboriginal leaders are mourning the death of the	10
0_10ae5555a29c8e9f0b34a2926f6f8787	volcano new zealand	10ae5555a29c8e9f0b34a2926f6f8787	20150313-twt12-volcanopumice	text_metadata	beaches from underwater volcano  A Volcano that erupted about 1000km north of New Zealand has released pumice	1
0_10ae5555a29c8e9f0b34a2926f6f8787	volcano new zealand	7e5666751ea14326197e31041ad0960	20141030-twt10-hawaiistore	text_metadata	long as possible  Lava flowing from the Kilauea volcano is now less than 500 metres from some shops, and	2
0_10ae5555a29c8e9f0b34a2926f6f8787	volcano new zealand	7fff87e12c944283c83dd90cb1fbc01c	20150318-am07-myanmarbuddha	text_metadata	Buddha image gets New Zealand national two and a half years in Myanmar  A New Zealand national is among three	3
0_10ae5555a29c8e9f0b34a2926f6f8787	volcano new zealand	549e864ba9e5f3c7b8188c19c3703e9f	20141202-pm06-oliverhartwich	text_metadata	Government keen to emulate New Zealand economic successes  In August, the Communications Minister Malcolm	4
0_10ae5555a29c8e9f0b34a2926f6f8787	volcano new zealand	2e7d197df3829d9ecde45d9dd22fe469	20141028-pm07-EBOLATESTER	text_metadata	New Zealand develops testing device that could help curtail spread of Ebola  The lead researcher for	5
0_10ae5555a29c8e9f0b34a2926f6f8787	volcano new zealand	ca8e62acf256ad7e6623a746aa556027	20141105-twt06-keyisis	text_metadata	changes to deal with foreign fighters  The New Zealand prime minister is following Australia's lead and	6
0_10ae5555a29c8e9f0b34a2926f6f8787	volcano new zealand	771bcf79358184be1280eeb93a064798	20150227-eam02-abbottauckland	text_metadata	Australia New Zealand talks to focus on security, Iraq  Tony Abbott will fly to New Zealand today for annual	7
0_10ae5555a29c8e9f0b34a2926f6f8787	volcano new zealand	bebc4b6c9aab1396fe4baee79cd36583	20150228-rnsam01-leadershipmono	text_metadata	New Zealand  While the Prime Minister remains overseas to discuss trade and ties with New Zealand, back	8
0_10ae5555a29c8e9f0b34a2926f6f8787	volcano new zealand	9f391eab901fb46af36fd502f933b5f2	20150311-twt05-fonterra	text_metadata	baby formula as a form of 'eco-terrorism'  New Zealand police have revealed that the threats were part	9
0_10ae5555a29c8e9f0b34a2926f6f8787	volcano new zealand	2d819fe0b23a4580426ca2a2d0255d7a	20141113-am06-copaymentpsych	text_metadata	thought through  The Royal Australian and New Zealand College of Psychiatrists says they already have	10
1_14ff8468fd07e6cc54f7a403d2035123	Royal commission Mangrove Mountain Yoga Ashram	d742ed174b8108b6164cf413bbe4a170	20141210-twt05-ashrampeople	text_metadata	Tetlow from the Mangrove Mountain yoga ashram has told the child abuse royal commission that the organisation's	1
1_14ff8468fd07e6cc54f7a403d2035123	Royal commission Mangrove Mountain Yoga Ashram	fbfe7438189f78d950d2110e4ced2f3a	20141205-twt05-yogasishy	text_metadata	for her role in the child abuse at the Mangrove Mountain ashram	2
1_14ff8468fd07e6cc54f7a403d2035123	Royal commission Mangrove Mountain Yoga Ashram	e4030b211a82918af2211606bdaa12	20141204-pm03-ritualabuse	text_metadata	the child abuse royal commission today to describe the culture inside a yoga ashram in remote New South	3
1_14ff8468fd07e6cc54f7a403d2035123	Royal commission Mangrove Mountain Yoga Ashram	65d208c72a8e619d31bc0746f5c5ef4f	20141210-pm02-sorryashrammoney	text_metadata	Tetlow from the Mangrove Mountain yoga ashram has told the child abuse Royal Commission the organisation	4
1_14ff8468fd07e6cc54f7a403d2035123	Royal commission Mangrove Mountain Yoga Ashram	7a15d0a89437c52e3950b399d151df09	20141202-pm05-yogaabuse	text_metadata	Claims Mangrove Mountain Yoga Ashram shut down sex abuse victims on social media  The child abuse Royal	5
1_14ff8468fd07e6cc54f7a403d2035123	Royal commission Mangrove Mountain Yoga Ashram	fbc6c225e60038f17d75c541ac6a93c9	20141209-pm03-venalvictimsrpl	text_metadata	labelled 'venal' by ashram messenger  A yoga devotee has told the child abuse Royal Commission that she can't	6
1_14ff8468fd07e6cc54f7a403d2035123	Royal commission Mangrove Mountain Yoga Ashram	14ff8468fd07e6cc54f7a403d2035123	20141202-eam03-rcyogacult	text_metadata	Yoga retreat and former guru under the glare of the child abuse Royal Commission  The child abuse Royal	7
1_14ff8468fd07e6cc54f7a403d2035123	Royal commission Mangrove Mountain Yoga Ashram	6b2f382339c0cb73e8a7647a70af6b3c	20141205-pm09-yogasorry	text_metadata	Yoga guru's handmaiden expresses shame and regret over abuse of ashram children  The former lover of	8
1_14ff8468fd07e6cc54f7a403d2035123	Royal commission Mangrove Mountain Yoga Ashram	d7ea622bad2f97c23e9253495d09532d	20141209-twt06-ashrammorphine	text_metadata	been giving evidence at the royal commission of his time at the yoga ashram from the 1970s and 1980s, at	9
1_14ff8468fd07e6cc54f7a403d2035123	Royal commission Mangrove Mountain Yoga Ashram	223026c9fa8c1e5ce6d891c9413ccdb6	20141202-twt04-rcyogadayone	text_metadata	Royal commission hears yoga guru and his partner groomed and abused teenage followers in 70s, 80s  The	10
1_16a4810341caf97c4dd9d5a89d89479a	News Corp Nova Peris leaked email	ac55e44691f1ee35e27e9c42d9685b06	20141029-am02-novascandalrpl	text_metadata	she was having an affair with  News Corp publications have obtained email exchanges between then Athletics	1
1_16a4810341caf97c4dd9d5a89d89479a	News Corp Nova Peris leaked email	bc9fe5b1953c6c88423c7ba3b23e2b79	20141029-twt05-novafollow	text_metadata	political opponent says Nova Peris email revelations are cruel and grubby politics  News Corp papers have published	2
1_16a4810341caf97c4dd9d5a89d89479a	News Corp Nova Peris leaked email	16a4810341caf97c4dd9d5a89d89479a	20131031-twt04-novapublish	text_metadata	media coverage of Nova Peris emails  Should the private emails of Labor Senator Nova Peris, supposedly written	3
1_16a4810341caf97c4dd9d5a89d89479a	News Corp Nova Peris leaked email	fefdb3568dbfd6643be4aae788808ffa	20141030-pm03-novaspeaks	text_metadata	Nova Peris says explicit email leak was part of a blackmail attempt  Federal Labor backbencher Nova Peris	4
1_16a4810341caf97c4dd9d5a89d89479a	News Corp Nova Peris leaked email	e85d332dd00fa50401874297ee7651f0	20141030-pm04-leakingships	text_metadata	information about naval shipbuilding plans  News Corp is reporting today that eight surface ships will be	5
1_16a4810341caf97c4dd9d5a89d89479a	News Corp Nova Peris leaked email	87280d6c8001a33737b2c8d3493178da	20141114-twt08-murdochwilliams	text_metadata	Rupert Murdoch accuses former News Corp CEO Kim Williams of leaking secret financial records  Rupert	6
1_16a4810341caf97c4dd9d5a89d89479a	News Corp Nova Peris leaked email	d55532cf053240849934d4f2497fd6a6	20150206-twt12-twitterbullies	text_metadata	profitability - cyber bullying  In internal emails leaked to a news website, Twitter's CEO says he ashamed	7
1_16a4810341caf97c4dd9d5a89d89479a	News Corp Nova Peris leaked email	49d79a8002538fa2e87a2ed710aab7a3	20150312-twt06-morelifestylchoice	text_metadata	remarks  The Northern Territory Labor Senator Nova Peris says Tony Abbott has caused irreparable damage	8
1_16a4810341caf97c4dd9d5a89d89479a	News Corp Nova Peris leaked email	6d413c552ece0e80b5cfb417f7da948	20141106-pm06-paperprofits	text_metadata	Fairfax revenue falls, News Corp says its newspapers are rebounding  The fortunes of Australia's two	9
1_16a4810341caf97c4dd9d5a89d89479a	News Corp Nova Peris leaked email	effc4462a6769dd17ad6056541ab5d1b	20150205-twt05-murdochshares	text_metadata	Rupert Murdoch facing new threat to grip on News Corp control  Rupert Murdoch is facing a new threat	10
0_21fd85b5c79f7ee0a7e6880b5d05659d	ebola australia	7ec3459ad78ab37b2bda0d8a37f74b44	20141003-pm08-ebolanurse	text_metadata	Ebola patient recovers but describes the horrors in west Africa  An international conference in London	21
0_21fd85b5c79f7ee0a7e6880b5d05659d	ebola australia	dc695e0f2e5e25509cc7fc1b2eeb599	20141105-pm02-ebola24m	text_metadata	fight against Ebola in West Africa  Most will be spent on running a 100-bed British-built ebola treatment	22
0_21fd85b5c79f7ee0a7e6880b5d05659d	ebola australia	21fd85b5c79f7ee0a7e6880b5d05659d	20141017-rnam0102-ebolaleadalldutton	text_metadata	Australia's Ebola response  Health Minister Peter Dutton has defended Australia's response to the Ebola crisis	23
0_21fd85b5c79f7ee0a7e6880b5d05659d	ebola australia	c07e3b1c7b4c1264a49cc761fb804f8f	20141106-rnam02-duttoninterview	text_metadata	defends Australia's ebola response  Australia has pledged $20 million to set up an ebola treatment centre	24
0_21fd85b5c79f7ee0a7e6880b5d05659d	ebola australia	4757f020a67354a8ebb5b43f2585f9e0	20141023-twt05-ebolastudent	text_metadata	As Ebola claims lives, Liberian nurse studying in Australia worries for her family back home  The Ebola	25
0_21fd85b5c79f7ee0a7e6880b5d05659d	ebola australia	83708be018e82677c93f69fff85c5373	20141001-pm08-ebolaaussie	text_metadata	MSF accuses Govt of failing to assist Ebola containment  Medecins sans Frontiers has lashed out at the	26
0_21fd85b5c79f7ee0a7e6880b5d05659d	ebola australia	78e3a3f1ce44db05376a3eb36de93912	20150216-pm07-pngtbfunding	text_metadata	Guinea's fragile health system and into Australia to the spread of Ebola in Africa  Tim Costello is in PNG	27
0_21fd85b5c79f7ee0a7e6880b5d05659d	ebola australia	de9eee6927802aeca4cfe53029a68e17	20141219-pm09-ebolaupdate	text_metadata	UN wants 'big surge' in effort to reduce Ebola transmission rate  The World Health Organization says	28
0_21fd85b5c79f7ee0a7e6880b5d05659d	ebola australia	3910bde20a77f20c014df098f6fef6e	20141008-pm07-ozsupport	text_metadata	military forces finally move to try to contain Ebola outbreak  After months of increasingly urgent pleas	29
0_21fd85b5c79f7ee0a7e6880b5d05659d	ebola australia	82cfa27817eec721d01eaa146fc1afdd	20141022-twt08-ebolaestimates	text_metadata	there was an outbreak of Ebola there  Last week the Prime Minister said Australia was prepared to respond	30
0_25a915104acccd25bcd43d5b156c9352	asylum seekers Immigration	c690426621d2d1bef45d9125ea5fa824	20150320-twt03-fraserimmigration	text_metadata	Fraser remembered as a champion of asylum seekers and immigration  Malcolm Fraser opened the door to	1
0_25a915104acccd25bcd43d5b156c9352	asylum seekers Immigration	aceac3aa1eabeb1ee8e836fc9c47053	20141219-pm02-beratidad	text_metadata	Father of murdered asylum seeker speaks out  The family of an Iranian asylum seeker murdered on Manus	2
0_25a915104acccd25bcd43d5b156c9352	asylum seekers Immigration	25a915104acccd25bcd43d5b156c9352	20141219-twt07-newbornsnauru	text_metadata	Government says asylum seeker children will be off Christmas Island by Thursday  The Immigration Minister Scott	3
0_25a915104acccd25bcd43d5b156c9352	asylum seekers Immigration	9b865b0023584261043c2d827260c05e	20141121-twt04-stevechaoiv	text_metadata	boats of asylum seekers may be contributing to overcrowding in Malaysia's notoriously immigration detention	4
0_25a915104acccd25bcd43d5b156c9352	asylum seekers Immigration	7acd32975b10716d5a60d86f2313494a	20150203-rnam05-manusdutonpato	text_metadata	Asylum seekers granted refugee status - how will PNG resettle them?  Another 30 asylum seekers on Manus	5
0_25a915104acccd25bcd43d5b156c9352	asylum seekers Immigration	48828c8fd5da9d5f64a161178b72bcce	20141202-twt05-migrationbill	text_metadata	humanitarian intake and give work rights to asylum seekers in Australia on bridging visas, if the Senate	6
0_25a915104acccd25bcd43d5b156c9352	asylum seekers Immigration	296faa05ba20b0b4f72d695c53550bf3	20141112-pm07-lgpngpato	text_metadata	Asylum seekers given temporary refugee status in PNG  Ten asylum seekers currently detained on Manus	7
0_25a915104acccd25bcd43d5b156c9352	asylum seekers Immigration	f7b65dfd59f725378ec6d0f1a78f4407	20141120-twt05-GREGFEALY	text_metadata	to the latest Australian policy on asylum seekers  The Immigration Minister Scott Morrison announced on	8
0_25a915104acccd25bcd43d5b156c9352	asylum seekers Immigration	6861c27e950518d55a0c13734ccdcfdc	20141111-twt01-genevatorture	text_metadata	by the Federal Government, including why two asylum seekers have died in offshore detention centres but	9
0_25a915104acccd25bcd43d5b156c9352	asylum seekers Immigration	9f008f4164a7857ef788c24d4ec91a36	20150212-eam01-kidsdetention	text_metadata	Rights Commission inquiry into the detention of asylum seeker children has been released  It says a royal	10
2_35ef5d8328471088f076ac0b58fc3981	interest rate cuts	d4da72b07b775115c80c291e9f9f8e0c	20141208-pm10-sponsoredcops	text_metadata	Queensland Police deny mining sponsor conflict of interest  Conservation groups are railing against a sponsorship	51
2_35ef5d8328471088f076ac0b58fc3981	interest rate cuts	707e94ac722bcda744fcd3af9067eb3f	20141104-pm02-badfarminghabits	text_metadata	Economists critique Joyce's plan for low interest loan for struggling farmers  Economists have attacked	52
2_35ef5d8328471088f076ac0b58fc3981	interest rate cuts	5eec4e901afc3ba022af54baf7f17f26	20141204-pm07-nalderthursday	text_metadata	Premier is considering a report into the financial interests and behaviour of his Finance and Transport Minister	53
2_35ef5d8328471088f076ac0b58fc3981	interest rate cuts	35ef5d8328471088f076ac0b58fc3981	20150401-twt04-ryanrates	text_metadata	house prices weigh on RBA rates call  Sydney house prices weigh on RBA rates call	54
2_35ef5d8328471088f076ac0b58fc3981	interest rate cuts	cfb78f2e0a9317abd553e60fb0d31cfa	20140207-sam-05-penaltyrates	text_metadata	Weekend penalty rates again under scrutiny  Penalty rates are set to be back in the spotlight with business	55
2_35ef5d8328471088f076ac0b58fc3981	interest rate cuts	3a61196f6dfa577f326bba1e5a272648	20141129-sam06-abcleaks	text_metadata	leaked document shows program cuts could not be avoided to meet the Govt ABC cuts  The Greens say a leaked	56
2_35ef5d8328471088f076ac0b58fc3981	interest rate cuts	a1d32f8eff669d1455bea322af44f921	20141120-rnam04-indigenousuicide	text_metadata	stop high rates of youth suicide  David Cole says Australia has some of the highest rates of youth suicide	57
2_35ef5d8328471088f076ac0b58fc3981	interest rate cuts	9973e5e4dcc6f60540fca8aa0bdd4947	20150325-pm04-penaltyreax	text_metadata	Penalty rates  industry says a national overhaul is needed  South Australia's peak business council says	58
2_35ef5d8328471088f076ac0b58fc3981	interest rate cuts	c4f0a5002f0af155ae53456325551621	20141126-twt04-cancersurvival	text_metadata	Survival rates for Australian cancer sufferers among highest in the world  A major global study has confirmed	59
2_35ef5d8328471088f076ac0b58fc3981	interest rate cuts	116fd71b62c1fe1d9e3cf76d2cd2a47	20150226-twt10-indigenouscancer	text_metadata	Cancer survival rates significant lower for Indigenous Australians  In one of the first studies of its	60
1_44c470d65e4a90be63e4f0ceccf44baf	Tony Abbott offending indigenous people	44c470d65e4a90be63e4f0ceccf44baf	20150312-am02-indigenousfallout	text_metadata	from the peak Indigenous elected representative body, says Tony Abbott is a serial offender and it will	1
1_44c470d65e4a90be63e4f0ceccf44baf	Tony Abbott offending indigenous people	95deb3949403f6736aa87bd5a13eab5f	20150211-am-03abbottindiggapreaxRPL	text_metadata	outcomes and have put a proposal to Tony Abbott suggesting offenders be forced onto full income management	2
1_44c470d65e4a90be63e4f0ceccf44baf	Tony Abbott offending indigenous people	c8ff46b9f56aa0306772f34959f1b15	20150209-am05-congressabbott	text_metadata	far  peak Indigenous group  When he became Prime Minister, Tony Abbott vowed to make Indigenous Affairs	3
1_44c470d65e4a90be63e4f0ceccf44baf	Tony Abbott offending indigenous people	49d5bca6fbded1716124996186157d71	20150209-twt12-kooricourt	text_metadata	for young Indigenous offenders opens in Western Sydney  About 60 per cent of young offenders locked up	4
1_44c470d65e4a90be63e4f0ceccf44baf	Tony Abbott offending indigenous people	b7bb6c2af90ae4fafd373131cf4fb5a5	20150311-twt01-pearsoniv	text_metadata	plan to shut down up to 150 remote indigenous communities  Tony Abbott says the Government can't endlessly	5
1_44c470d65e4a90be63e4f0ceccf44baf	Tony Abbott offending indigenous people	49d79a8002538fa2e87a2ed710aab7a3	20150312-twt06-morelifestylchoice	text_metadata	says Tony Abbott has caused irreparable damage to the government's relationship with the Indigenous community	6
1_44c470d65e4a90be63e4f0ceccf44baf	Tony Abbott offending indigenous people	dd656520821af0d1f97fc9ca7bcb0383	20141114-pm07-terranullius	text_metadata	bush'  concern Tony Abbott's erasing Indigenous history  The Prime Minister Tony Abbott said Sydney was	7
1_44c470d65e4a90be63e4f0ceccf44baf	Tony Abbott offending indigenous people	7b57a11a0bd32d53c09b9204aeb5fd0f	20150211-twt03-closethegap	text_metadata	Tony Abbott  progress report on Indigenous disadvantage 'profoundly disappointing'  The Prime Minister	8
1_44c470d65e4a90be63e4f0ceccf44baf	Tony Abbott offending indigenous people	a88adaf3f77960f638ae9ebc52596980	20150311-am01-RPLabbottlifestylesabbottresponserpl	text_metadata	Indigenous 'lifestyle choices' won't close the gap  PM  The Prime Minister Tony Abbott has dismissed	9
1_44c470d65e4a90be63e4f0ceccf44baf	Tony Abbott offending indigenous people	cf764e8dc8b22eb4412685a1b72b94d	20150313-twt02-scullioncommunities	text_metadata	comments that he and Tony Abbott are at odds with each other  The Federal Indigenous Affairs Minister Nigel	10
0_57b29d35db9dd8080866d86ea449503c	air attack to islamic state	5226513901d3ff793ee1a5ba23a22de4	20150227-am01-leadershiprumblesnabbott	text_metadata	PM's attack on Human Rights Commission president triggers new leadership concerns  Pressure is building	181
0_57b29d35db9dd8080866d86ea449503c	air attack to islamic state	55df1a56996a4085299f815658c845e5	20150225-am07-angerattack	text_metadata	Anger-prone at greater risk of heart attack  study  New research has found that angry outbursts can put	182
0_57b29d35db9dd8080866d86ea449503c	air attack to islamic state	e7658151a0468cbd28ff97e6f09960f	20141114-twt10-yaxleycross	text_metadata	Parliament measures targeting citizens fighting with Islamic extremists  The Prime Minister Tony Abbott says	183
0_57b29d35db9dd8080866d86ea449503c	air attack to islamic state	57b29d35db9dd8080866d86ea449503c	20141008-pm02-iraqdefence	text_metadata	ADF claims initial success against islamic militants  The Australian Defence Force says the coalition	184
0_57b29d35db9dd8080866d86ea449503c	air attack to islamic state	1f6c3c75c33b5d0c93b01b4a8ea3a67d	20150325-twt05-terrorairport	text_metadata	intercepted before travelling to Middle East to join Islamic extremists  The Government has revealed that earlier	185
0_57b29d35db9dd8080866d86ea449503c	air attack to islamic state	eb74a6852fa39abbb69a4830c7b531a0	20141002-am03-burqadebate	text_metadata	should be banned is unwarranted and unfairly links Islamic clothes to security threats  Women in the community	186
0_57b29d35db9dd8080866d86ea449503c	air attack to islamic state	3509d95cf0802c4cfd78025ef126cea	20141003-twt04-billcrews	text_metadata	tomorrow to try to calm down the public debate about Islamic extremism  Reverend Crews is a minister in the	187
0_57b29d35db9dd8080866d86ea449503c	air attack to islamic state	21ba5b1aeca042ebc1e736f98a2e75b5	20141121-pm07-qantaahmad	text_metadata	must first understand the difference between Islam and Islamism  That's the view of the prominent anti-extremist	188
0_57b29d35db9dd8080866d86ea449503c	air attack to islamic state	d485cd857c04938c7a27b2533c0ed685	20130204-twt11-nismandeath	text_metadata	Jewish centre in Argentina, the worst terrorist attack in the country's history  He was found dead in	189
0_57b29d35db9dd8080866d86ea449503c	air attack to islamic state	fdf4ae7db8e1267dfca38c97e948b603	20150214-am01-fraser	text_metadata	PM Malcolm Fraser condemns 'bully-boy' Abbott's attacks on Human Rights Commission  Former Liberal prime	190
0_82c5e5c185ebe7d826354ea6052c13f3	free trade china australia	3d1d935c712b268f528408db141f1639	20141027-twt08-aiglannin	text_metadata	Manufacturers worried about Australia-China free trade agreement  The group representing Australian	1
0_82c5e5c185ebe7d826354ea6052c13f3	free trade china australia	f69d40a8e76fce4c438677d80b810638	20141110-twt02-jameslaurenceson	text_metadata	China free trade deal would be a coup for Australia  China expert  The Federal Government appears confident	2
0_82c5e5c185ebe7d826354ea6052c13f3	free trade china australia	82c5e5c185ebe7d826354ea6052c13f3	20141117-twt02-ftachina	text_metadata	Free trade agreement  China-Australia deal to benefit farmers  The free trade deal with China will be	3
