query_id	query	doc_id	audio_filename	summary_type	audio_summary_filename	rank
3_5c1368672a6fb71c7b3b9cb834283e0f	royal commission Hutchins child abuse apology Anglican church	db8f6b102cf957f837e38bb4c3558	20141119-twt03-wedshutchins	audio_metadata_synt	audio_metadata_synt/3_5c1368672a6fb71c7b3b9cb834283e0f_20141119-twt03-wedshutchins	1
3_5c1368672a6fb71c7b3b9cb834283e0f	royal commission Hutchins child abuse apology Anglican church	42299a1553c3580b77ff66e8ee0ae384	20141125-pm07-tueshutchins	audio_metadata_synt	audio_metadata_synt/3_5c1368672a6fb71c7b3b9cb834283e0f_20141125-pm07-tueshutchins	2
3_5c1368672a6fb71c7b3b9cb834283e0f	royal commission Hutchins child abuse apology Anglican church	5c1368672a6fb71c7b3b9cb834283e0f	20141124-pm06-mondayhutchins	audio_metadata_synt	audio_metadata_synt/3_5c1368672a6fb71c7b3b9cb834283e0f_20141124-pm06-mondayhutchins	3
3_5c1368672a6fb71c7b3b9cb834283e0f	royal commission Hutchins child abuse apology Anglican church	ff5b12051ff7dbfef9bd9dc73fd27b4d	20141121-pm04-frihutchins	audio_metadata_synt	audio_metadata_synt/3_5c1368672a6fb71c7b3b9cb834283e0f_20141121-pm04-frihutchins	4
3_5c1368672a6fb71c7b3b9cb834283e0f	royal commission Hutchins child abuse apology Anglican church	8ba11a154ea14b78f78b0e548b37d68b	20141007-rnam03-hillsong	audio_metadata_synt	audio_metadata_synt/3_5c1368672a6fb71c7b3b9cb834283e0f_20141007-rnam03-hillsong	5
3_5c1368672a6fb71c7b3b9cb834283e0f	royal commission Hutchins child abuse apology Anglican church	ae18611915271beab68a217cc1ca6afb	20141212-am03-priestclibacy	audio_metadata_synt	audio_metadata_synt/3_5c1368672a6fb71c7b3b9cb834283e0f_20141212-am03-priestclibacy	6
3_5c1368672a6fb71c7b3b9cb834283e0f	royal commission Hutchins child abuse apology Anglican church	f8f8fdb1e47541b15c14e56d01f7a2fd	20141218-twt09-hutchinsbraveheart	audio_metadata_synt	audio_metadata_synt/3_5c1368672a6fb71c7b3b9cb834283e0f_20141218-twt09-hutchinsbraveheart	7
3_5c1368672a6fb71c7b3b9cb834283e0f	royal commission Hutchins child abuse apology Anglican church	4cdd91e175c06e0f6120020e018fe1c9	20141119-pm07-wedsrc	audio_metadata_synt	audio_metadata_synt/3_5c1368672a6fb71c7b3b9cb834283e0f_20141119-pm07-wedsrc	8
3_5c1368672a6fb71c7b3b9cb834283e0f	royal commission Hutchins child abuse apology Anglican church	354fdc5240315ea682eeaf0829aefa60	20150226-twt07-hutchinsabuse	audio_metadata_synt	audio_metadata_synt/3_5c1368672a6fb71c7b3b9cb834283e0f_20150226-twt07-hutchinsabuse	9
3_5c1368672a6fb71c7b3b9cb834283e0f	royal commission Hutchins child abuse apology Anglican church	1d7add04fbeb382b43dd6267da760f44	20150227-twt06-rcknoxfri	audio_metadata_synt	audio_metadata_synt/3_5c1368672a6fb71c7b3b9cb834283e0f_20150227-twt06-rcknoxfri	10
2_5eec4e901afc3ba022af54baf7f17f26	financial dealing of west australian minister	e1cbfaf62302963cf375e330765dcff2	20141119-twt02-financialchanges	audio_metadata_synt	audio_metadata_synt/2_5eec4e901afc3ba022af54baf7f17f26_20141119-twt02-financialchanges	31
2_5eec4e901afc3ba022af54baf7f17f26	financial dealing of west australian minister	3509c92e1d6152bb0fd90c53f4972c88	20150221-sam02-nabcompo	audio_metadata_synt	audio_metadata_synt/2_5eec4e901afc3ba022af54baf7f17f26_20150221-sam02-nabcompo	32
2_5eec4e901afc3ba022af54baf7f17f26	financial dealing of west australian minister	3837cb076adb28236837b4c13246688a	20141020-eam01-iraqbishop	audio_metadata_synt	audio_metadata_synt/2_5eec4e901afc3ba022af54baf7f17f26_20141020-eam01-iraqbishop	33
2_5eec4e901afc3ba022af54baf7f17f26	financial dealing of west australian minister	d7c28acc56a77caec63022ee9a6aa1f	20141110-rnam02-robbfta	audio_metadata_synt	audio_metadata_synt/2_5eec4e901afc3ba022af54baf7f17f26_20141110-rnam02-robbfta	34
2_5eec4e901afc3ba022af54baf7f17f26	financial dealing of west australian minister	ca8e62acf256ad7e6623a746aa556027	20141105-twt06-keyisis	audio_metadata_synt	audio_metadata_synt/2_5eec4e901afc3ba022af54baf7f17f26_20141105-twt06-keyisis	35
2_5eec4e901afc3ba022af54baf7f17f26	financial dealing of west australian minister	e914ece85a544b277d9478306db033ee	20141030-twt02-climatecluster	audio_metadata_synt	audio_metadata_synt/2_5eec4e901afc3ba022af54baf7f17f26_20141030-twt02-climatecluster	36
2_5eec4e901afc3ba022af54baf7f17f26	financial dealing of west australian minister	6faa51033490113cb9a10cf7e447703e	20150206-am09-greekmeet	audio_metadata_synt	audio_metadata_synt/2_5eec4e901afc3ba022af54baf7f17f26_20150206-am09-greekmeet	37
2_5eec4e901afc3ba022af54baf7f17f26	financial dealing of west australian minister	8d948be522e40acd5268f559bb39ac4f	20141119-pm02-fofaplanners	audio_metadata_synt	audio_metadata_synt/2_5eec4e901afc3ba022af54baf7f17f26_20141119-pm02-fofaplanners	38
2_5eec4e901afc3ba022af54baf7f17f26	financial dealing of west australian minister	657a0d4c7cc5dcd910d5172b3979e078	20141222-am03-naomi	audio_metadata_synt	audio_metadata_synt/2_5eec4e901afc3ba022af54baf7f17f26_20141222-am03-naomi	39
2_5eec4e901afc3ba022af54baf7f17f26	financial dealing of west australian minister	5eec4e901afc3ba022af54baf7f17f26	20141204-pm07-nalderthursday	audio_metadata_synt	audio_metadata_synt/2_5eec4e901afc3ba022af54baf7f17f26_20141204-pm07-nalderthursday	40
3_7f3e8b1c70b3d4b2b322b25bf8bf66d7	Israel Palastine tension worship at Al Asqa Jordan diplomat	7f3e8b1c70b3d4b2b322b25bf8bf66d7	20141106-am02-carattackjerusalemcross	audio_metadata_synt	audio_metadata_synt/3_7f3e8b1c70b3d4b2b322b25bf8bf66d7_20141106-am02-carattackjerusalemcross	1
3_7f3e8b1c70b3d4b2b322b25bf8bf66d7	Israel Palastine tension worship at Al Asqa Jordan diplomat	c0ad03d454aa529807ff9b86ae97bc92	20131031-twt07-templedome	audio_metadata_synt	audio_metadata_synt/3_7f3e8b1c70b3d4b2b322b25bf8bf66d7_20131031-twt07-templedome	2
3_7f3e8b1c70b3d4b2b322b25bf8bf66d7	Israel Palastine tension worship at Al Asqa Jordan diplomat	df5f68282cccec0272592985f37fc0ee	20141028-eam03-settlement	audio_metadata_synt	audio_metadata_synt/3_7f3e8b1c70b3d4b2b322b25bf8bf66d7_20141028-eam03-settlement	3
3_7f3e8b1c70b3d4b2b322b25bf8bf66d7	Israel Palastine tension worship at Al Asqa Jordan diplomat	9a7f7a61e37ac3932011c9a6fd5b36f	20141030-pm09-mideastrensions	audio_metadata_synt	audio_metadata_synt/3_7f3e8b1c70b3d4b2b322b25bf8bf66d7_20141030-pm09-mideastrensions	4
3_7f3e8b1c70b3d4b2b322b25bf8bf66d7	Israel Palastine tension worship at Al Asqa Jordan diplomat	9f64aae1223cc218518af93547fd6512	20150303-eam03-bibispeaks	audio_metadata_synt	audio_metadata_synt/3_7f3e8b1c70b3d4b2b322b25bf8bf66d7_20150303-eam03-bibispeaks	5
3_7f3e8b1c70b3d4b2b322b25bf8bf66d7	Israel Palastine tension worship at Al Asqa Jordan diplomat	4f5f514de66d18e10fb94ca1c00e526d	20150204-rnam04-pilotkilled	audio_metadata_synt	audio_metadata_synt/3_7f3e8b1c70b3d4b2b322b25bf8bf66d7_20150204-rnam04-pilotkilled	6
3_7f3e8b1c70b3d4b2b322b25bf8bf66d7	Israel Palastine tension worship at Al Asqa Jordan diplomat	24c24f663e5e29bc4861395bc49e303e	20130204-twt04-jordanpilot	audio_metadata_synt	audio_metadata_synt/3_7f3e8b1c70b3d4b2b322b25bf8bf66d7_20130204-twt04-jordanpilot	7
3_7f3e8b1c70b3d4b2b322b25bf8bf66d7	Israel Palastine tension worship at Al Asqa Jordan diplomat	557ac4f84ac6ae022b76685e935cb9f5	20141203-pm07-israelelections	audio_metadata_synt	audio_metadata_synt/3_7f3e8b1c70b3d4b2b322b25bf8bf66d7_20141203-pm07-israelelections	8
3_7f3e8b1c70b3d4b2b322b25bf8bf66d7	Israel Palastine tension worship at Al Asqa Jordan diplomat	9206746975a3cb3031fe167a2476434e	20150318-twt08-israelpoll	audio_metadata_synt	audio_metadata_synt/3_7f3e8b1c70b3d4b2b322b25bf8bf66d7_20150318-twt08-israelpoll	9
3_7f3e8b1c70b3d4b2b322b25bf8bf66d7	Israel Palastine tension worship at Al Asqa Jordan diplomat	9b3290bcded5c698a36443263fc36315	20141116-cr04-skplasticsurgery	audio_metadata_synt	audio_metadata_synt/3_7f3e8b1c70b3d4b2b322b25bf8bf66d7_20141116-cr04-skplasticsurgery	10
2_8acc3baddf24bd35dc84e85d05eb82ab	northern territory chief minister dumped	bcfe273a22c427db956c38bede3e8aa0	20141002-twt06-nucleardump	audio_metadata_synt	audio_metadata_synt/2_8acc3baddf24bd35dc84e85d05eb82ab_20141002-twt06-nucleardump	1
2_8acc3baddf24bd35dc84e85d05eb82ab	northern territory chief minister dumped	8acc3baddf24bd35dc84e85d05eb82ab	20150203-eam03-ntspill	audio_metadata_synt	audio_metadata_synt/2_8acc3baddf24bd35dc84e85d05eb82ab_20150203-eam03-ntspill	2
2_8acc3baddf24bd35dc84e85d05eb82ab	northern territory chief minister dumped	b5008e255076228e947fd0784d3a2262	20150204-pmrn03-ntfallout	audio_metadata_synt	audio_metadata_synt/2_8acc3baddf24bd35dc84e85d05eb82ab_20150204-pmrn03-ntfallout	3
2_8acc3baddf24bd35dc84e85d05eb82ab	northern territory chief minister dumped	664d65eae252107e1d89304c2fbb32e4	20150206-twt04-gilesplot	audio_metadata_synt	audio_metadata_synt/2_8acc3baddf24bd35dc84e85d05eb82ab_20150206-twt04-gilesplot	4
2_8acc3baddf24bd35dc84e85d05eb82ab	northern territory chief minister dumped	a64bfa59a38f5ed17ec4b37075cdefe1	20150204-rnam03-gilesreturns	audio_metadata_synt	audio_metadata_synt/2_8acc3baddf24bd35dc84e85d05eb82ab_20150204-rnam03-gilesreturns	5
2_8acc3baddf24bd35dc84e85d05eb82ab	northern territory chief minister dumped	53d36dc48e534b433f314d317bf09308	20150203-twt02-ntleaderRPL	audio_metadata_synt	audio_metadata_synt/2_8acc3baddf24bd35dc84e85d05eb82ab_20150203-twt02-ntleaderRPL	6
2_8acc3baddf24bd35dc84e85d05eb82ab	northern territory chief minister dumped	a244610d254ea86119185edeffa75c59	20150218-am08-millssacked	audio_metadata_synt	audio_metadata_synt/2_8acc3baddf24bd35dc84e85d05eb82ab_20150218-am08-millssacked	7
2_8acc3baddf24bd35dc84e85d05eb82ab	northern territory chief minister dumped	91951ccf7e5cd0503d68468b03b6581b	20150203-pm01-ntcrisis	audio_metadata_synt	audio_metadata_synt/2_8acc3baddf24bd35dc84e85d05eb82ab_20150203-pm01-ntcrisis	8
2_8acc3baddf24bd35dc84e85d05eb82ab	northern territory chief minister dumped	a22ead6504776fa7ae12510d710304a0	20141209-pm09-ntpols	audio_metadata_synt	audio_metadata_synt/2_8acc3baddf24bd35dc84e85d05eb82ab_20141209-pm09-ntpols	9
2_8acc3baddf24bd35dc84e85d05eb82ab	northern territory chief minister dumped	b0ef65f2379365e86d6cd5791fd7eee	20150209-am06-clprecording	audio_metadata_synt	audio_metadata_synt/2_8acc3baddf24bd35dc84e85d05eb82ab_20150209-am06-clprecording	10
0_9fdefc69c873cc40ae669162500ce907	malcolm fraser died	184cc22b404b3ea634a0dfc21920c5c2	150320-pm01-fraserleadall	audio_metadata_synt	audio_metadata_synt/0_9fdefc69c873cc40ae669162500ce907_150320-pm01-fraserleadall	1
0_9fdefc69c873cc40ae669162500ce907	malcolm fraser died	57a4ef2802493ed01109acaef2cba73b	20150320-twt04-barnettiv	audio_metadata_synt	audio_metadata_synt/0_9fdefc69c873cc40ae669162500ce907_20150320-twt04-barnettiv	2
0_9fdefc69c873cc40ae669162500ce907	malcolm fraser died	b77638260e10985fa418e05b802a1230	20150320-twt02-menadueiv	audio_metadata_synt	audio_metadata_synt/0_9fdefc69c873cc40ae669162500ce907_20150320-twt02-menadueiv	3
0_9fdefc69c873cc40ae669162500ce907	malcolm fraser died	1f7f1615e2ac7e41876e9d4a9a7ae6be	20150323-twt06-frasercondonces	audio_metadata_synt	audio_metadata_synt/0_9fdefc69c873cc40ae669162500ce907_20150323-twt06-frasercondonces	4
0_9fdefc69c873cc40ae669162500ce907	malcolm fraser died	bec45d66a8e5b306a128e86943ba3cb	20150320-twt05-polliereax	audio_metadata_synt	audio_metadata_synt/0_9fdefc69c873cc40ae669162500ce907_20150320-twt05-polliereax	5
0_9fdefc69c873cc40ae669162500ce907	malcolm fraser died	9fdefc69c873cc40ae669162500ce907	20150320-twt01-fraserleadall	audio_metadata_synt	audio_metadata_synt/0_9fdefc69c873cc40ae669162500ce907_20150320-twt01-fraserleadall	6
0_9fdefc69c873cc40ae669162500ce907	malcolm fraser died	ffc2684b098ffcf62e7cda890ae31164	20150327-pm07-fraserservice	audio_metadata_synt	audio_metadata_synt/0_9fdefc69c873cc40ae669162500ce907_20150327-pm07-fraserservice	7
0_9fdefc69c873cc40ae669162500ce907	malcolm fraser died	f820a64b9fb72ac9f1f766789dc42702	150320-pm02-margaretsimons	audio_metadata_synt	audio_metadata_synt/0_9fdefc69c873cc40ae669162500ce907_150320-pm02-margaretsimons	8
0_9fdefc69c873cc40ae669162500ce907	malcolm fraser died	eaeccfd4c68ceab1c03fb8192cb2dd3f	20150323-pm04-frasermotion	audio_metadata_synt	audio_metadata_synt/0_9fdefc69c873cc40ae669162500ce907_20150323-pm04-frasermotion	9
0_9fdefc69c873cc40ae669162500ce907	malcolm fraser died	c337cb4c9fe6b4c4e90a0b7fa404a19c	150320-pm03-fraserlegacy	audio_metadata_synt	audio_metadata_synt/0_9fdefc69c873cc40ae669162500ce907_150320-pm03-fraserlegacy	10
0_10ae5555a29c8e9f0b34a2926f6f8787	volcano new zealand	10ae5555a29c8e9f0b34a2926f6f8787	20150313-twt12-volcanopumice	audio_metadata_synt	audio_metadata_synt/0_10ae5555a29c8e9f0b34a2926f6f8787_20150313-twt12-volcanopumice	1
0_10ae5555a29c8e9f0b34a2926f6f8787	volcano new zealand	7e5666751ea14326197e31041ad0960	20141030-twt10-hawaiistore	audio_metadata_synt	audio_metadata_synt/0_10ae5555a29c8e9f0b34a2926f6f8787_20141030-twt10-hawaiistore	2
0_10ae5555a29c8e9f0b34a2926f6f8787	volcano new zealand	7fff87e12c944283c83dd90cb1fbc01c	20150318-am07-myanmarbuddha	audio_metadata_synt	audio_metadata_synt/0_10ae5555a29c8e9f0b34a2926f6f8787_20150318-am07-myanmarbuddha	3
0_10ae5555a29c8e9f0b34a2926f6f8787	volcano new zealand	549e864ba9e5f3c7b8188c19c3703e9f	20141202-pm06-oliverhartwich	audio_metadata_synt	audio_metadata_synt/0_10ae5555a29c8e9f0b34a2926f6f8787_20141202-pm06-oliverhartwich	4
0_10ae5555a29c8e9f0b34a2926f6f8787	volcano new zealand	2e7d197df3829d9ecde45d9dd22fe469	20141028-pm07-EBOLATESTER	audio_metadata_synt	audio_metadata_synt/0_10ae5555a29c8e9f0b34a2926f6f8787_20141028-pm07-EBOLATESTER	5
0_10ae5555a29c8e9f0b34a2926f6f8787	volcano new zealand	ca8e62acf256ad7e6623a746aa556027	20141105-twt06-keyisis	audio_metadata_synt	audio_metadata_synt/0_10ae5555a29c8e9f0b34a2926f6f8787_20141105-twt06-keyisis	6
0_10ae5555a29c8e9f0b34a2926f6f8787	volcano new zealand	771bcf79358184be1280eeb93a064798	20150227-eam02-abbottauckland	audio_metadata_synt	audio_metadata_synt/0_10ae5555a29c8e9f0b34a2926f6f8787_20150227-eam02-abbottauckland	7
0_10ae5555a29c8e9f0b34a2926f6f8787	volcano new zealand	bebc4b6c9aab1396fe4baee79cd36583	20150228-rnsam01-leadershipmono	audio_metadata_synt	audio_metadata_synt/0_10ae5555a29c8e9f0b34a2926f6f8787_20150228-rnsam01-leadershipmono	8
0_10ae5555a29c8e9f0b34a2926f6f8787	volcano new zealand	9f391eab901fb46af36fd502f933b5f2	20150311-twt05-fonterra	audio_metadata_synt	audio_metadata_synt/0_10ae5555a29c8e9f0b34a2926f6f8787_20150311-twt05-fonterra	9
0_10ae5555a29c8e9f0b34a2926f6f8787	volcano new zealand	2d819fe0b23a4580426ca2a2d0255d7a	20141113-am06-copaymentpsych	audio_metadata_synt	audio_metadata_synt/0_10ae5555a29c8e9f0b34a2926f6f8787_20141113-am06-copaymentpsych	10
1_14ff8468fd07e6cc54f7a403d2035123	Royal commission Mangrove Mountain Yoga Ashram	d742ed174b8108b6164cf413bbe4a170	20141210-twt05-ashrampeople	audio_metadata_synt	audio_metadata_synt/1_14ff8468fd07e6cc54f7a403d2035123_20141210-twt05-ashrampeople	1
1_14ff8468fd07e6cc54f7a403d2035123	Royal commission Mangrove Mountain Yoga Ashram	fbfe7438189f78d950d2110e4ced2f3a	20141205-twt05-yogasishy	audio_metadata_synt	audio_metadata_synt/1_14ff8468fd07e6cc54f7a403d2035123_20141205-twt05-yogasishy	2
1_14ff8468fd07e6cc54f7a403d2035123	Royal commission Mangrove Mountain Yoga Ashram	e4030b211a82918af2211606bdaa12	20141204-pm03-ritualabuse	audio_metadata_synt	audio_metadata_synt/1_14ff8468fd07e6cc54f7a403d2035123_20141204-pm03-ritualabuse	3
1_14ff8468fd07e6cc54f7a403d2035123	Royal commission Mangrove Mountain Yoga Ashram	65d208c72a8e619d31bc0746f5c5ef4f	20141210-pm02-sorryashrammoney	audio_metadata_synt	audio_metadata_synt/1_14ff8468fd07e6cc54f7a403d2035123_20141210-pm02-sorryashrammoney	4
1_14ff8468fd07e6cc54f7a403d2035123	Royal commission Mangrove Mountain Yoga Ashram	7a15d0a89437c52e3950b399d151df09	20141202-pm05-yogaabuse	audio_metadata_synt	audio_metadata_synt/1_14ff8468fd07e6cc54f7a403d2035123_20141202-pm05-yogaabuse	5
1_14ff8468fd07e6cc54f7a403d2035123	Royal commission Mangrove Mountain Yoga Ashram	fbc6c225e60038f17d75c541ac6a93c9	20141209-pm03-venalvictimsrpl	audio_metadata_synt	audio_metadata_synt/1_14ff8468fd07e6cc54f7a403d2035123_20141209-pm03-venalvictimsrpl	6
1_14ff8468fd07e6cc54f7a403d2035123	Royal commission Mangrove Mountain Yoga Ashram	14ff8468fd07e6cc54f7a403d2035123	20141202-eam03-rcyogacult	audio_metadata_synt	audio_metadata_synt/1_14ff8468fd07e6cc54f7a403d2035123_20141202-eam03-rcyogacult	7
1_14ff8468fd07e6cc54f7a403d2035123	Royal commission Mangrove Mountain Yoga Ashram	6b2f382339c0cb73e8a7647a70af6b3c	20141205-pm09-yogasorry	audio_metadata_synt	audio_metadata_synt/1_14ff8468fd07e6cc54f7a403d2035123_20141205-pm09-yogasorry	8
1_14ff8468fd07e6cc54f7a403d2035123	Royal commission Mangrove Mountain Yoga Ashram	d7ea622bad2f97c23e9253495d09532d	20141209-twt06-ashrammorphine	audio_metadata_synt	audio_metadata_synt/1_14ff8468fd07e6cc54f7a403d2035123_20141209-twt06-ashrammorphine	9
1_14ff8468fd07e6cc54f7a403d2035123	Royal commission Mangrove Mountain Yoga Ashram	223026c9fa8c1e5ce6d891c9413ccdb6	20141202-twt04-rcyogadayone	audio_metadata_synt	audio_metadata_synt/1_14ff8468fd07e6cc54f7a403d2035123_20141202-twt04-rcyogadayone	10
1_16a4810341caf97c4dd9d5a89d89479a	News Corp Nova Peris leaked email	ac55e44691f1ee35e27e9c42d9685b06	20141029-am02-novascandalrpl	audio_metadata_synt	audio_metadata_synt/1_16a4810341caf97c4dd9d5a89d89479a_20141029-am02-novascandalrpl	1
1_16a4810341caf97c4dd9d5a89d89479a	News Corp Nova Peris leaked email	bc9fe5b1953c6c88423c7ba3b23e2b79	20141029-twt05-novafollow	audio_metadata_synt	audio_metadata_synt/1_16a4810341caf97c4dd9d5a89d89479a_20141029-twt05-novafollow	2
1_16a4810341caf97c4dd9d5a89d89479a	News Corp Nova Peris leaked email	16a4810341caf97c4dd9d5a89d89479a	20131031-twt04-novapublish	audio_metadata_synt	audio_metadata_synt/1_16a4810341caf97c4dd9d5a89d89479a_20131031-twt04-novapublish	3
1_16a4810341caf97c4dd9d5a89d89479a	News Corp Nova Peris leaked email	fefdb3568dbfd6643be4aae788808ffa	20141030-pm03-novaspeaks	audio_metadata_synt	audio_metadata_synt/1_16a4810341caf97c4dd9d5a89d89479a_20141030-pm03-novaspeaks	4
1_16a4810341caf97c4dd9d5a89d89479a	News Corp Nova Peris leaked email	e85d332dd00fa50401874297ee7651f0	20141030-pm04-leakingships	audio_metadata_synt	audio_metadata_synt/1_16a4810341caf97c4dd9d5a89d89479a_20141030-pm04-leakingships	5
1_16a4810341caf97c4dd9d5a89d89479a	News Corp Nova Peris leaked email	87280d6c8001a33737b2c8d3493178da	20141114-twt08-murdochwilliams	audio_metadata_synt	audio_metadata_synt/1_16a4810341caf97c4dd9d5a89d89479a_20141114-twt08-murdochwilliams	6
1_16a4810341caf97c4dd9d5a89d89479a	News Corp Nova Peris leaked email	d55532cf053240849934d4f2497fd6a6	20150206-twt12-twitterbullies	audio_metadata_synt	audio_metadata_synt/1_16a4810341caf97c4dd9d5a89d89479a_20150206-twt12-twitterbullies	7
1_16a4810341caf97c4dd9d5a89d89479a	News Corp Nova Peris leaked email	49d79a8002538fa2e87a2ed710aab7a3	20150312-twt06-morelifestylchoice	audio_metadata_synt	audio_metadata_synt/1_16a4810341caf97c4dd9d5a89d89479a_20150312-twt06-morelifestylchoice	8
1_16a4810341caf97c4dd9d5a89d89479a	News Corp Nova Peris leaked email	6d413c552ece0e80b5cfb417f7da948	20141106-pm06-paperprofits	audio_metadata_synt	audio_metadata_synt/1_16a4810341caf97c4dd9d5a89d89479a_20141106-pm06-paperprofits	9
1_16a4810341caf97c4dd9d5a89d89479a	News Corp Nova Peris leaked email	effc4462a6769dd17ad6056541ab5d1b	20150205-twt05-murdochshares	audio_metadata_synt	audio_metadata_synt/1_16a4810341caf97c4dd9d5a89d89479a_20150205-twt05-murdochshares	10
0_21fd85b5c79f7ee0a7e6880b5d05659d	ebola australia	7ec3459ad78ab37b2bda0d8a37f74b44	20141003-pm08-ebolanurse	audio_metadata_synt	audio_metadata_synt/0_21fd85b5c79f7ee0a7e6880b5d05659d_20141003-pm08-ebolanurse	21
0_21fd85b5c79f7ee0a7e6880b5d05659d	ebola australia	dc695e0f2e5e25509cc7fc1b2eeb599	20141105-pm02-ebola24m	audio_metadata_synt	audio_metadata_synt/0_21fd85b5c79f7ee0a7e6880b5d05659d_20141105-pm02-ebola24m	22
0_21fd85b5c79f7ee0a7e6880b5d05659d	ebola australia	21fd85b5c79f7ee0a7e6880b5d05659d	20141017-rnam0102-ebolaleadalldutton	audio_metadata_synt	audio_metadata_synt/0_21fd85b5c79f7ee0a7e6880b5d05659d_20141017-rnam0102-ebolaleadalldutton	23
0_21fd85b5c79f7ee0a7e6880b5d05659d	ebola australia	c07e3b1c7b4c1264a49cc761fb804f8f	20141106-rnam02-duttoninterview	audio_metadata_synt	audio_metadata_synt/0_21fd85b5c79f7ee0a7e6880b5d05659d_20141106-rnam02-duttoninterview	24
0_21fd85b5c79f7ee0a7e6880b5d05659d	ebola australia	4757f020a67354a8ebb5b43f2585f9e0	20141023-twt05-ebolastudent	audio_metadata_synt	audio_metadata_synt/0_21fd85b5c79f7ee0a7e6880b5d05659d_20141023-twt05-ebolastudent	25
0_21fd85b5c79f7ee0a7e6880b5d05659d	ebola australia	83708be018e82677c93f69fff85c5373	20141001-pm08-ebolaaussie	audio_metadata_synt	audio_metadata_synt/0_21fd85b5c79f7ee0a7e6880b5d05659d_20141001-pm08-ebolaaussie	26
0_21fd85b5c79f7ee0a7e6880b5d05659d	ebola australia	78e3a3f1ce44db05376a3eb36de93912	20150216-pm07-pngtbfunding	audio_metadata_synt	audio_metadata_synt/0_21fd85b5c79f7ee0a7e6880b5d05659d_20150216-pm07-pngtbfunding	27
0_21fd85b5c79f7ee0a7e6880b5d05659d	ebola australia	de9eee6927802aeca4cfe53029a68e17	20141219-pm09-ebolaupdate	audio_metadata_synt	audio_metadata_synt/0_21fd85b5c79f7ee0a7e6880b5d05659d_20141219-pm09-ebolaupdate	28
0_21fd85b5c79f7ee0a7e6880b5d05659d	ebola australia	3910bde20a77f20c014df098f6fef6e	20141008-pm07-ozsupport	audio_metadata_synt	audio_metadata_synt/0_21fd85b5c79f7ee0a7e6880b5d05659d_20141008-pm07-ozsupport	29
0_21fd85b5c79f7ee0a7e6880b5d05659d	ebola australia	82cfa27817eec721d01eaa146fc1afdd	20141022-twt08-ebolaestimates	audio_metadata_synt	audio_metadata_synt/0_21fd85b5c79f7ee0a7e6880b5d05659d_20141022-twt08-ebolaestimates	30
0_25a915104acccd25bcd43d5b156c9352	asylum seekers Immigration	c690426621d2d1bef45d9125ea5fa824	20150320-twt03-fraserimmigration	audio_metadata_synt	audio_metadata_synt/0_25a915104acccd25bcd43d5b156c9352_20150320-twt03-fraserimmigration	1
0_25a915104acccd25bcd43d5b156c9352	asylum seekers Immigration	aceac3aa1eabeb1ee8e836fc9c47053	20141219-pm02-beratidad	audio_metadata_synt	audio_metadata_synt/0_25a915104acccd25bcd43d5b156c9352_20141219-pm02-beratidad	2
0_25a915104acccd25bcd43d5b156c9352	asylum seekers Immigration	25a915104acccd25bcd43d5b156c9352	20141219-twt07-newbornsnauru	audio_metadata_synt	audio_metadata_synt/0_25a915104acccd25bcd43d5b156c9352_20141219-twt07-newbornsnauru	3
0_25a915104acccd25bcd43d5b156c9352	asylum seekers Immigration	9b865b0023584261043c2d827260c05e	20141121-twt04-stevechaoiv	audio_metadata_synt	audio_metadata_synt/0_25a915104acccd25bcd43d5b156c9352_20141121-twt04-stevechaoiv	4
0_25a915104acccd25bcd43d5b156c9352	asylum seekers Immigration	7acd32975b10716d5a60d86f2313494a	20150203-rnam05-manusdutonpato	audio_metadata_synt	audio_metadata_synt/0_25a915104acccd25bcd43d5b156c9352_20150203-rnam05-manusdutonpato	5
0_25a915104acccd25bcd43d5b156c9352	asylum seekers Immigration	48828c8fd5da9d5f64a161178b72bcce	20141202-twt05-migrationbill	audio_metadata_synt	audio_metadata_synt/0_25a915104acccd25bcd43d5b156c9352_20141202-twt05-migrationbill	6
0_25a915104acccd25bcd43d5b156c9352	asylum seekers Immigration	296faa05ba20b0b4f72d695c53550bf3	20141112-pm07-lgpngpato	audio_metadata_synt	audio_metadata_synt/0_25a915104acccd25bcd43d5b156c9352_20141112-pm07-lgpngpato	7
0_25a915104acccd25bcd43d5b156c9352	asylum seekers Immigration	f7b65dfd59f725378ec6d0f1a78f4407	20141120-twt05-GREGFEALY	audio_metadata_synt	audio_metadata_synt/0_25a915104acccd25bcd43d5b156c9352_20141120-twt05-GREGFEALY	8
0_25a915104acccd25bcd43d5b156c9352	asylum seekers Immigration	6861c27e950518d55a0c13734ccdcfdc	20141111-twt01-genevatorture	audio_metadata_synt	audio_metadata_synt/0_25a915104acccd25bcd43d5b156c9352_20141111-twt01-genevatorture	9
0_25a915104acccd25bcd43d5b156c9352	asylum seekers Immigration	9f008f4164a7857ef788c24d4ec91a36	20150212-eam01-kidsdetention	audio_metadata_synt	audio_metadata_synt/0_25a915104acccd25bcd43d5b156c9352_20150212-eam01-kidsdetention	10
2_35ef5d8328471088f076ac0b58fc3981	interest rate cuts	d4da72b07b775115c80c291e9f9f8e0c	20141208-pm10-sponsoredcops	audio_metadata_synt	audio_metadata_synt/2_35ef5d8328471088f076ac0b58fc3981_20141208-pm10-sponsoredcops	51
